index,booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,repeated,p_c,p_not_c,average_price,special_requests,date_of_reservation,booking_status,datetime 
20006,INN20007,2,0,1,2,Meal Plan 1,0,Room_Type 1,193,Offline,0,0,0,120.0,0,6/20/2018,Canceled,2018-06-20
20007,INN20008,2,0,0,4,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,116.75,3,9/9/2017,Not_Canceled,2017-09-09
20008,INN20009,1,0,0,1,Meal Plan 1,0,Room_Type 1,3,Corporate,1,1,3,67.0,1,11/24/2018,Not_Canceled,2018-11-24
20009,INN20010,3,0,1,4,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,161.0,0,3/30/2018,Canceled,2018-03-30
20010,INN20011,2,1,0,3,Meal Plan 2,0,Room_Type 1,79,Online,0,0,0,173.25,1,6/29/2018,Not_Canceled,2018-06-29
20011,INN20012,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,0,0,0,115.0,1,9/13/2018,Canceled,2018-09-13
20012,INN20013,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,Offline,0,0,0,62.8,0,4/20/2018,Canceled,2018-04-20
20013,INN20014,2,0,2,1,Meal Plan 1,0,Room_Type 4,6,Online,0,0,0,136.0,1,10/4/2017,Not_Canceled,2017-10-04
20014,INN20015,2,0,0,5,Meal Plan 2,0,Room_Type 1,129,Online,0,0,0,100.8,1,3/29/2018,Not_Canceled,2018-03-29
20015,INN20016,1,0,1,2,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,90.0,1,8/31/2017,Not_Canceled,2017-08-31
20016,INN20017,1,0,2,1,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,115.0,0,10/15/2018,Canceled,2018-10-15
20017,INN20018,1,0,2,2,Meal Plan 1,0,Room_Type 1,56,Online,0,0,0,63.75,0,3/12/2018,Canceled,2018-03-12
20018,INN20019,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,Offline,0,0,0,115.0,0,7/21/2018,Canceled,2018-07-21
20019,INN20020,2,0,0,2,Meal Plan 1,1,Room_Type 1,3,Online,0,0,0,131.0,2,12/28/2018,Not_Canceled,2018-12-28
20020,INN20021,2,0,0,4,Meal Plan 1,0,Room_Type 1,122,Online,0,0,0,99.45,0,5/3/2018,Not_Canceled,2018-05-03
20021,INN20022,1,0,1,0,Meal Plan 1,0,Room_Type 1,49,Online,0,0,0,121.5,1,5/9/2018,Not_Canceled,2018-05-09
20022,INN20023,2,0,0,3,Meal Plan 1,0,Room_Type 1,87,Online,0,0,0,105.3,1,3/24/2018,Canceled,2018-03-24
20023,INN20024,2,0,0,2,Not Selected,0,Room_Type 1,102,Online,0,0,0,94.5,1,7/26/2018,Canceled,2018-07-26
20024,INN20025,2,0,0,1,Not Selected,0,Room_Type 1,78,Online,0,0,0,116.1,1,5/7/2018,Not_Canceled,2018-05-07
20025,INN20026,2,0,2,5,Meal Plan 1,0,Room_Type 1,46,Offline,0,0,0,112.0,0,10/31/2018,Not_Canceled,2018-10-31
20026,INN20027,2,0,2,1,Not Selected,0,Room_Type 1,241,Online,0,0,0,95.0,1,7/3/2018,Not_Canceled,2018-07-03
20027,INN20028,2,0,2,1,Meal Plan 1,0,Room_Type 1,275,Online,0,0,0,106.2,0,10/1/2018,Canceled,2018-10-01
20028,INN20029,2,2,0,2,Meal Plan 1,0,Room_Type 6,11,Online,0,0,0,248.0,2,9/20/2018,Not_Canceled,2018-09-20
20029,INN20030,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,Offline,0,0,0,62.8,0,4/20/2018,Canceled,2018-04-20
20030,INN20031,2,0,1,5,Meal Plan 1,0,Room_Type 4,140,Online,0,0,0,116.45,0,7/4/2018,Canceled,2018-07-04
20031,INN20032,2,0,1,3,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,80.3,1,2/8/2018,Not_Canceled,2018-02-08
20032,INN20033,2,0,0,4,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,109.8,0,8/30/2018,Canceled,2018-08-30
20033,INN20034,2,0,0,2,Not Selected,1,Room_Type 1,62,Online,0,0,0,103.5,0,4/7/2018,Not_Canceled,2018-04-07
20034,INN20035,2,0,0,5,Meal Plan 1,0,Room_Type 1,140,Offline,0,0,0,70.0,0,12/29/2017,Not_Canceled,2017-12-29
20035,INN20036,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,90.9,1,10/27/2018,Not_Canceled,2018-10-27
20036,INN20037,2,0,0,3,Not Selected,0,Room_Type 1,128,Online,0,0,0,103.5,0,7/7/2018,Canceled,2018-07-07
20037,INN20038,3,0,0,3,Meal Plan 1,0,Room_Type 4,50,Online,0,0,0,150.3,0,6/29/2018,Canceled,2018-06-29
20038,INN20039,2,0,2,1,Meal Plan 1,0,Room_Type 4,128,Online,0,0,0,109.8,1,6/26/2018,Not_Canceled,2018-06-26
20039,INN20040,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,Offline,0,0,0,40.67,0,3/4/2018,Not_Canceled,2018-03-04
20040,INN20041,2,1,2,3,Meal Plan 1,0,Room_Type 4,24,Online,0,0,0,120.27,0,4/10/2018,Canceled,2018-04-10
20041,INN20042,2,0,0,3,Meal Plan 1,1,Room_Type 1,18,Online,0,0,0,133.0,1,9/22/2017,Not_Canceled,2017-09-22
20042,INN20043,3,0,1,3,Meal Plan 1,0,Room_Type 4,13,Online,0,0,0,169.5,2,5/5/2018,Not_Canceled,2018-05-05
20043,INN20044,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,Offline,0,0,0,115.0,1,8/18/2018,Canceled,2018-08-18
20044,INN20045,1,0,1,1,Meal Plan 1,0,Room_Type 1,0,Corporate,1,0,4,95.0,0,10/17/2018,Not_Canceled,2018-10-17
20045,INN20046,2,0,2,2,Meal Plan 1,0,Room_Type 2,159,Online,0,0,0,103.21,0,6/12/2018,Canceled,2018-06-12
20046,INN20047,2,0,2,1,Meal Plan 2,0,Room_Type 1,96,Offline,0,0,0,94.5,0,7/11/2017,Canceled,2017-07-11
20047,INN20048,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,90.0,0,6/3/2018,Not_Canceled,2018-06-03
20048,INN20049,1,0,0,1,Meal Plan 1,0,Room_Type 1,28,Offline,0,0,0,130.0,0,10/29/2017,Not_Canceled,2017-10-29
20049,INN20050,2,0,2,4,Meal Plan 1,0,Room_Type 1,168,Online,0,0,0,90.95,0,7/7/2018,Canceled,2018-07-07
20050,INN20051,2,0,1,1,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,136.0,1,4/30/2018,Not_Canceled,2018-04-30
20051,INN20052,2,2,2,5,Meal Plan 1,0,Room_Type 6,136,Online,0,0,0,170.36,0,5/7/2018,Canceled,2018-05-07
20052,INN20053,3,0,0,4,Meal Plan 1,0,Room_Type 4,87,Online,0,0,0,139.95,1,7/27/2018,Not_Canceled,2018-07-27
20053,INN20054,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,120.0,1,10/10/2018,Canceled,2018-10-10
20054,INN20055,1,0,0,2,Meal Plan 1,0,Room_Type 1,172,Offline,0,0,0,95.0,0,6/24/2018,Canceled,2018-06-24
20055,INN20056,2,0,0,4,Meal Plan 1,0,Room_Type 1,253,Offline,0,0,0,90.0,0,5/4/2018,Canceled,2018-05-04
20056,INN20057,2,1,1,3,Meal Plan 2,0,Room_Type 1,100,Online,0,0,0,132.08,0,10/24/2018,Not_Canceled,2018-10-24
20057,INN20058,2,0,2,1,Meal Plan 2,0,Room_Type 1,117,Offline,0,0,0,94.5,0,8/1/2017,Canceled,2017-08-01
20058,INN20059,2,0,2,1,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,118.0,0,3/5/2018,Canceled,2018-03-05
20059,INN20060,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,65.0,0,12/4/2017,Not_Canceled,2017-12-04
20060,INN20061,2,0,1,2,Not Selected,0,Room_Type 1,5,Online,0,0,0,77.1,0,2/22/2018,Not_Canceled,2018-02-22
20061,INN20062,2,0,2,1,Meal Plan 1,0,Room_Type 1,116,Offline,0,0,0,87.0,0,2/28/2018,Not_Canceled,2018-02-28
20062,INN20063,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,65.0,0,12/4/2017,Not_Canceled,2017-12-04
20063,INN20064,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,Offline,0,0,0,85.0,1,3/20/2018,Not_Canceled,2018-03-20
20064,INN20065,2,0,1,2,Meal Plan 1,0,Room_Type 4,57,Offline,0,0,0,90.95,0,9/16/2018,Not_Canceled,2018-09-16
20065,INN20066,2,0,1,1,Not Selected,0,Room_Type 1,58,Online,0,0,0,116.1,0,6/18/2018,Canceled,2018-06-18
20066,INN20067,3,0,2,4,Meal Plan 1,0,Room_Type 4,115,Online,0,0,0,151.2,0,10/15/2018,Canceled,2018-10-15
20067,INN20068,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,101.5,0,8/14/2017,Not_Canceled,2017-08-14
20068,INN20069,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,Offline,0,0,0,70.0,0,12/29/2018,Not_Canceled,2018-12-29
20069,INN20070,2,2,0,2,Meal Plan 1,0,Room_Type 6,33,Online,0,0,0,216.0,0,10/5/2018,Canceled,2018-10-05
20070,INN20071,2,0,1,1,Not Selected,0,Room_Type 1,29,Offline,0,0,0,85.0,0,9/17/2018,Canceled,2018-09-17
20071,INN20072,2,0,1,3,Not Selected,0,Room_Type 1,16,Online,0,0,0,91.8,0,12/29/2018,Not_Canceled,2018-12-29
20072,INN20073,2,0,2,2,Meal Plan 1,0,Room_Type 1,153,Offline,0,0,0,81.0,0,10/16/2018,Not_Canceled,2018-10-16
20073,INN20074,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,119.0,0,6/1/2018,Not_Canceled,2018-06-01
20074,INN20075,2,0,0,1,Meal Plan 1,0,Room_Type 1,181,Online,0,0,0,105.3,1,8/20/2018,Canceled,2018-08-20
20075,INN20076,1,0,1,3,Meal Plan 1,0,Room_Type 1,255,Online,0,0,0,94.35,0,9/5/2018,Canceled,2018-09-05
20076,INN20077,2,0,0,1,Meal Plan 1,0,Room_Type 4,85,Online,0,0,0,140.4,0,6/2/2018,Canceled,2018-06-02
20077,INN20078,1,0,2,2,Meal Plan 1,0,Room_Type 1,204,Offline,0,0,0,61.38,0,10/9/2017,Not_Canceled,2017-10-09
20078,INN20079,2,0,0,2,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,93.6,1,11/18/2018,Canceled,2018-11-18
20079,INN20080,2,0,2,4,Meal Plan 1,0,Room_Type 1,139,Offline,0,0,0,68.0,0,11/16/2018,Canceled,2018-11-16
20080,INN20081,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,95.0,0,3/29/2018,Not_Canceled,2018-03-29
20081,INN20082,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,Online,0,0,0,88.83,1,3/25/2018,Canceled,2018-03-25
20082,INN20083,2,2,1,5,Meal Plan 1,0,Room_Type 6,14,Online,0,0,0,166.0,3,9/7/2017,Not_Canceled,2017-09-07
20083,INN20084,2,0,0,1,Not Selected,0,Room_Type 1,198,Online,0,0,0,116.1,3,9/15/2018,Not_Canceled,2018-09-15
20084,INN20085,2,2,2,1,Meal Plan 1,0,Room_Type 6,9,Online,0,0,0,177.0,2,9/12/2017,Not_Canceled,2017-09-12
20085,INN20086,2,0,2,2,Meal Plan 1,0,Room_Type 1,64,Online,0,0,0,73.95,0,2/12/2018,Canceled,2018-02-12
20086,INN20087,1,0,0,2,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,90.0,0,9/8/2018,Not_Canceled,2018-09-08
20087,INN20088,2,0,2,3,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,131.72,2,7/16/2018,Not_Canceled,2018-07-16
20088,INN20089,1,0,2,5,Meal Plan 1,0,Room_Type 1,8,Corporate,1,3,27,65.0,1,3/30/2018,Not_Canceled,2018-03-30
20089,INN20090,2,0,1,2,Meal Plan 1,0,Room_Type 1,132,Offline,0,0,0,70.0,1,3/28/2018,Not_Canceled,2018-03-28
20090,INN20091,2,0,1,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,130.33,2,9/7/2017,Not_Canceled,2017-09-07
20091,INN20092,2,0,2,2,Meal Plan 1,0,Room_Type 1,33,Offline,0,0,0,55.0,0,12/26/2017,Not_Canceled,2017-12-26
20092,INN20093,2,0,0,3,Meal Plan 1,0,Room_Type 4,56,Offline,0,0,0,60.0,1,11/19/2017,Not_Canceled,2017-11-19
20093,INN20094,2,0,2,1,Meal Plan 1,0,Room_Type 1,104,Offline,0,0,0,80.75,0,9/18/2018,Not_Canceled,2018-09-18
20094,INN20095,3,0,0,3,Meal Plan 1,0,Room_Type 4,94,Online,0,0,0,137.7,0,7/14/2018,Canceled,2018-07-14
20095,INN20096,1,0,0,1,Meal Plan 2,0,Room_Type 1,48,Offline,0,0,0,80.0,0,9/11/2017,Not_Canceled,2017-09-11
20096,INN20097,2,0,1,1,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,126.0,1,5/9/2018,Not_Canceled,2018-05-09
20097,INN20098,2,0,1,4,Meal Plan 2,0,Room_Type 4,42,Online,0,0,0,129.2,1,11/14/2018,Canceled,2018-11-14
20098,INN20099,2,0,1,2,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,116.33,0,4/8/2018,Canceled,2018-04-08
20099,INN20100,2,0,1,1,Meal Plan 1,0,Room_Type 1,137,Online,0,0,0,101.53,2,6/13/2018,Not_Canceled,2018-06-13
20100,INN20101,3,0,2,2,Meal Plan 1,0,Room_Type 4,69,Online,0,0,0,139.5,3,7/16/2018,Not_Canceled,2018-07-16
20101,INN20102,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,102.0,0,9/25/2017,Canceled,2017-09-25
20102,INN20103,2,1,1,4,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,94.35,2,11/14/2018,Not_Canceled,2018-11-14
20103,INN20104,2,0,2,1,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,76.5,0,7/3/2018,Not_Canceled,2018-07-03
20104,INN20105,1,0,0,2,Meal Plan 1,0,Room_Type 1,58,Offline,0,0,0,81.0,0,1/27/2018,Not_Canceled,2018-01-27
20105,INN20106,2,0,1,3,Meal Plan 1,0,Room_Type 6,25,Online,0,0,0,158.0,0,5/19/2018,Canceled,2018-05-19
20106,INN20107,2,0,1,3,Meal Plan 1,0,Room_Type 1,32,Online,0,0,0,109.8,0,4/14/2018,Canceled,2018-04-14
20107,INN20108,2,0,0,5,Not Selected,0,Room_Type 1,6,Online,0,0,0,88.92,0,3/22/2018,Not_Canceled,2018-03-22
20108,INN20109,1,0,1,1,Meal Plan 1,0,Room_Type 1,152,Online,0,0,0,109.0,1,7/11/2018,Canceled,2018-07-11
20109,INN20110,2,0,2,2,Meal Plan 1,0,Room_Type 1,134,Offline,0,0,0,65.0,0,12/4/2017,Not_Canceled,2017-12-04
20110,INN20111,2,0,2,2,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,126.9,1,8/13/2018,Not_Canceled,2018-08-13
20111,INN20112,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,Offline,0,0,0,90.0,0,10/14/2018,Canceled,2018-10-14
20112,INN20113,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,Offline,0,0,0,75.0,0,6/17/2018,Canceled,2018-06-17
20113,INN20114,2,0,0,2,Meal Plan 1,0,Room_Type 1,48,Online,0,0,0,97.2,2,11/4/2018,Not_Canceled,2018-11-04
20114,INN20115,2,0,2,3,Meal Plan 1,0,Room_Type 4,41,Offline,0,0,0,60.0,1,11/8/2017,Not_Canceled,2017-11-08
20115,INN20116,2,0,2,1,Not Selected,0,Room_Type 1,216,Online,0,0,0,67.5,0,12/4/2018,Canceled,2018-12-04
20116,INN20117,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,11/1/2018,Canceled,2018-11-01
20117,INN20118,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,71.84,1,2/24/2018,Not_Canceled,2018-02-24
20118,INN20119,2,0,1,2,Meal Plan 1,0,Room_Type 1,229,Online,0,0,0,96.3,1,8/5/2018,Not_Canceled,2018-08-05
20119,INN20120,2,0,2,0,Meal Plan 1,0,Room_Type 1,6,Offline,0,0,0,104.0,0,10/9/2018,Not_Canceled,2018-10-09
20120,INN20121,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,160.0,1,7/14/2018,Not_Canceled,2018-07-14
20121,INN20122,2,0,2,4,Not Selected,0,Room_Type 1,207,Online,0,0,0,80.75,0,7/28/2018,Canceled,2018-07-28
20122,INN20123,2,0,1,2,Meal Plan 1,0,Room_Type 4,53,Online,0,0,0,119.1,1,4/25/2018,Canceled,2018-04-25
20123,INN20124,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,Offline,0,0,0,104.0,0,4/6/2018,Not_Canceled,2018-04-06
20124,INN20125,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,11/1/2018,Canceled,2018-11-01
20125,INN20126,2,0,0,3,Meal Plan 1,1,Room_Type 1,68,Online,0,0,0,135.9,1,5/10/2018,Not_Canceled,2018-05-10
20126,INN20127,2,0,0,1,Meal Plan 1,0,Room_Type 1,103,Online,0,0,0,93.6,2,12/7/2018,Canceled,2018-12-07
20127,INN20128,2,0,2,1,Not Selected,0,Room_Type 1,19,Online,0,0,0,113.0,2,8/28/2018,Not_Canceled,2018-08-28
20128,INN20129,2,0,2,2,Not Selected,0,Room_Type 1,52,Offline,0,0,0,76.5,0,10/23/2018,Not_Canceled,2018-10-23
20129,INN20130,2,0,5,12,Meal Plan 1,0,Room_Type 1,77,Online,0,0,0,76.5,0,8/3/2017,Canceled,2017-08-03
20130,INN20131,2,0,1,2,Meal Plan 1,0,Room_Type 1,338,Offline,0,0,0,90.67,1,10/7/2018,Not_Canceled,2018-10-07
20131,INN20132,2,0,2,2,Meal Plan 1,0,Room_Type 1,231,Online,0,0,0,90.95,1,8/21/2018,Not_Canceled,2018-08-21
20132,INN20133,2,0,0,1,Meal Plan 1,1,Room_Type 1,1,Online,0,0,0,98.3,1,1/15/2018,Not_Canceled,2018-01-15
20133,INN20134,2,0,0,2,Meal Plan 2,0,Room_Type 1,63,Offline,0,0,0,56.0,0,9/4/2017,Not_Canceled,2017-09-04
20134,INN20135,2,0,0,3,Meal Plan 1,0,Room_Type 1,31,Online,0,0,0,96.3,1,11/26/2017,Not_Canceled,2017-11-26
20135,INN20136,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,10/13/2018,Not_Canceled,2018-10-13
20136,INN20137,2,1,0,1,Meal Plan 1,0,Room_Type 1,99,Online,0,0,0,130.5,0,7/21/2018,Canceled,2018-07-21
20137,INN20138,1,0,1,2,Meal Plan 1,0,Room_Type 1,63,Corporate,0,0,0,130.0,0,5/16/2018,Not_Canceled,2018-05-16
20138,INN20139,2,0,0,3,Meal Plan 1,0,Room_Type 4,67,Online,0,0,0,140.4,1,5/31/2018,Not_Canceled,2018-05-31
20139,INN20140,2,0,1,2,Meal Plan 1,0,Room_Type 1,49,Online,0,0,0,94.5,1,9/18/2017,Canceled,2017-09-18
20140,INN20141,2,0,2,2,Meal Plan 1,0,Room_Type 4,55,Online,0,0,0,126.9,1,6/18/2018,Not_Canceled,2018-06-18
20141,INN20142,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,Offline,0,0,0,70.0,0,12/29/2018,Not_Canceled,2018-12-29
20142,INN20143,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Complementary,0,0,0,0.0,0,1/27/2018,Not_Canceled,2018-01-27
20143,INN20144,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,138.0,2,12/30/2018,Not_Canceled,2018-12-30
20144,INN20145,1,0,0,1,Not Selected,0,Room_Type 1,2,Offline,0,0,0,92.0,0,3/16/2018,Not_Canceled,2018-03-16
20145,INN20146,2,0,0,4,Meal Plan 1,0,Room_Type 1,29,Offline,0,0,0,70.0,0,11/2/2018,Not_Canceled,2018-11-02
20146,INN20147,2,0,2,0,Not Selected,0,Room_Type 1,32,Online,0,0,0,112.59,0,7/3/2018,Canceled,2018-07-03
20147,INN20148,2,0,2,7,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,68.07,1,12/9/2018,Not_Canceled,2018-12-09
20148,INN20149,2,0,0,4,Not Selected,0,Room_Type 1,18,Online,0,0,0,79.0,1,2/24/2018,Canceled,2018-02-24
20149,INN20150,1,0,1,0,Meal Plan 1,0,Room_Type 1,12,Offline,0,0,0,85.0,1,9/11/2018,Not_Canceled,2018-09-11
20150,INN20151,2,0,1,2,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,104.0,0,12/23/2018,Not_Canceled,2018-12-23
20151,INN20152,2,0,2,3,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,102.0,0,9/25/2017,Canceled,2017-09-25
20152,INN20153,2,0,0,2,Meal Plan 1,0,Room_Type 4,32,Online,0,0,0,149.4,2,9/15/2018,Not_Canceled,2018-09-15
20153,INN20154,2,0,1,1,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,105.3,0,7/23/2018,Canceled,2018-07-23
20154,INN20155,2,0,0,2,Meal Plan 1,0,Room_Type 4,1,Online,0,0,0,176.0,1,5/26/2018,Not_Canceled,2018-05-26
20155,INN20156,3,0,2,2,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,172.0,2,3/26/2018,Not_Canceled,2018-03-26
20156,INN20157,2,0,2,4,Not Selected,0,Room_Type 1,74,Online,0,0,0,74.8,2,11/19/2018,Canceled,2018-11-19
20157,INN20158,2,0,2,1,Meal Plan 1,0,Room_Type 1,110,Offline,0,0,0,58.0,0,3/20/2018,Not_Canceled,2018-03-20
20158,INN20159,2,0,2,0,Meal Plan 1,0,Room_Type 1,129,Online,0,0,0,105.3,2,5/22/2018,Not_Canceled,2018-05-22
20159,INN20160,2,0,2,2,Meal Plan 1,0,Room_Type 4,52,Online,0,0,0,122.4,1,10/1/2018,Not_Canceled,2018-10-01
20160,INN20161,1,0,0,3,Meal Plan 1,0,Room_Type 1,151,Offline,0,0,0,71.0,0,1/19/2018,Not_Canceled,2018-01-19
20161,INN20162,2,0,2,2,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,58.0,0,12/19/2017,Not_Canceled,2017-12-19
20162,INN20163,2,2,2,1,Meal Plan 1,0,Room_Type 6,107,Online,0,0,0,156.6,1,12/3/2018,Canceled,2018-12-03
20163,INN20164,2,0,0,2,Meal Plan 2,0,Room_Type 4,80,Offline,0,0,0,136.0,0,10/9/2017,Not_Canceled,2017-10-09
20164,INN20165,2,2,0,1,Meal Plan 1,0,Room_Type 6,1,Online,0,0,0,202.0,0,12/10/2018,Not_Canceled,2018-12-10
20165,INN20166,3,0,0,2,Meal Plan 1,0,Room_Type 4,60,Online,0,0,0,145.8,0,6/8/2018,Canceled,2018-06-08
20166,INN20167,2,0,0,2,Meal Plan 1,1,Room_Type 1,146,Online,0,0,0,115.2,0,6/3/2018,Not_Canceled,2018-06-03
20167,INN20168,2,0,1,0,Meal Plan 1,0,Room_Type 1,123,Online,0,0,0,76.5,1,7/13/2017,Canceled,2017-07-13
20168,INN20169,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,10/16/2017,Canceled,2017-10-16
20169,INN20170,2,0,1,2,Not Selected,0,Room_Type 1,4,Online,0,0,0,94.36,1,6/17/2018,Not_Canceled,2018-06-17
20170,INN20171,2,2,2,3,Meal Plan 1,0,Room_Type 6,15,Online,0,0,0,195.4,0,3/17/2018,Canceled,2018-03-17
20171,INN20172,2,1,0,3,Meal Plan 1,0,Room_Type 1,184,Online,0,0,0,125.1,0,10/4/2018,Canceled,2018-10-04
20172,INN20173,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,52.0,0,12/9/2018,Not_Canceled,2018-12-09
20173,INN20174,3,0,2,2,Meal Plan 1,0,Room_Type 1,169,Online,0,0,0,0.0,1,7/9/2018,Not_Canceled,2018-07-09
20174,INN20175,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,101.5,0,10/16/2017,Canceled,2017-10-16
20175,INN20176,1,0,0,1,Meal Plan 2,0,Room_Type 1,221,Offline,0,0,0,73.0,0,8/12/2018,Not_Canceled,2018-08-12
20176,INN20177,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,Offline,0,0,0,100.0,0,6/3/2018,Canceled,2018-06-03
20177,INN20178,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Offline,0,0,0,115.0,1,6/6/2018,Canceled,2018-06-06
20178,INN20179,2,0,0,3,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,119.7,0,8/3/2018,Canceled,2018-08-03
20179,INN20180,2,0,0,4,Meal Plan 1,0,Room_Type 1,151,Online,0,0,0,90.9,1,10/25/2018,Not_Canceled,2018-10-25
20180,INN20181,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,Offline,0,0,0,91.0,0,10/4/2017,Not_Canceled,2017-10-04
20181,INN20182,1,0,1,1,Meal Plan 2,0,Room_Type 1,247,Offline,0,0,0,93.0,0,6/6/2018,Not_Canceled,2018-06-06
20182,INN20183,1,0,2,2,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,61.38,0,4/17/2018,Not_Canceled,2018-04-17
20183,INN20184,2,0,0,1,Not Selected,0,Room_Type 1,15,Online,0,0,0,89.0,0,7/20/2018,Canceled,2018-07-20
20184,INN20185,2,0,1,2,Meal Plan 1,0,Room_Type 1,114,Online,0,0,0,135.9,2,9/23/2018,Not_Canceled,2018-09-23
20185,INN20186,2,0,1,4,Meal Plan 1,0,Room_Type 1,58,Offline,0,0,0,60.0,0,2/3/2018,Not_Canceled,2018-02-03
20186,INN20187,2,0,2,4,Not Selected,0,Room_Type 1,131,Online,0,0,0,85.27,1,11/13/2018,Canceled,2018-11-13
20187,INN20188,2,0,0,1,Not Selected,0,Room_Type 1,1,Online,0,0,0,149.0,0,9/14/2018,Not_Canceled,2018-09-14
20188,INN20189,3,0,1,0,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,167.0,0,3/27/2018,Canceled,2018-03-27
20189,INN20190,3,0,2,4,Meal Plan 1,0,Room_Type 4,202,Online,0,0,0,127.22,2,8/24/2018,Canceled,2018-08-24
20190,INN20191,2,0,0,2,Not Selected,0,Room_Type 2,99,Online,0,0,0,85.5,1,4/8/2018,Canceled,2018-04-08
20191,INN20192,3,0,0,1,Meal Plan 1,0,Room_Type 4,48,Online,0,0,0,168.3,1,8/26/2018,Canceled,2018-08-26
20192,INN20193,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,Corporate,1,2,5,65.0,0,5/18/2018,Not_Canceled,2018-05-18
20193,INN20194,2,0,2,3,Not Selected,0,Room_Type 1,56,Online,0,0,0,74.8,1,11/12/2018,Not_Canceled,2018-11-12
20194,INN20195,2,0,1,2,Meal Plan 1,0,Room_Type 6,30,Online,0,0,0,198.9,2,5/6/2018,Not_Canceled,2018-05-06
20195,INN20196,2,0,1,1,Meal Plan 2,0,Room_Type 1,7,Offline,0,0,0,112.0,0,5/21/2018,Not_Canceled,2018-05-21
