booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,room_type,lead_time,market_segment_type,average_price,special_requests,date_of_reservation,booking_status 
INN02615,2,0,0,1,Not Selected,Room_Type 1,35,Online,98.1,1,2018-05-24,Not_Canceled
INN32801,1,0,0,1,Not Selected,Room_Type 1,1,Online,129.0,0,2018-05-24,Not_Canceled
INN08210,1,0,0,1,Meal Plan 1,Room_Type 1,1,Corporate,89.0,0,2018-05-24,Not_Canceled
INN11637,2,0,0,2,Meal Plan 1,Room_Type 1,5,Corporate,110.0,0,2018-05-24,Canceled
INN04457,2,0,0,2,Not Selected,Room_Type 1,30,Online,98.1,1,2018-05-24,Canceled
INN06774,1,0,0,1,Meal Plan 1,Room_Type 1,0,Online,135.0,0,2018-05-24,Canceled
INN36101,2,0,0,2,Meal Plan 1,Room_Type 1,217,Online,124.2,1,2018-05-24,Canceled
INN19961,2,1,0,2,Meal Plan 1,Room_Type 1,33,Online,125.1,2,2018-05-24,Not_Canceled
INN03522,2,0,0,1,Meal Plan 1,Room_Type 1,0,Online,141.0,0,2018-05-24,Not_Canceled
INN13447,2,0,0,4,Meal Plan 1,Room_Type 4,84,Online,132.6,0,2018-05-24,Canceled
INN13776,2,0,0,3,Meal Plan 2,Room_Type 1,11,Offline,160.0,0,2018-05-24,Not_Canceled
INN00751,1,0,0,2,Meal Plan 1,Room_Type 1,5,Corporate,100.0,0,2018-05-24,Not_Canceled
INN11740,2,0,0,2,Meal Plan 1,Room_Type 1,5,Corporate,110.0,1,2018-05-24,Not_Canceled
INN31880,1,0,0,2,Meal Plan 1,Room_Type 1,2,Online,136.85,1,2018-05-24,Not_Canceled
INN25209,1,0,0,1,Meal Plan 1,Room_Type 1,0,Online,135.0,0,2018-05-24,Canceled
INN17830,2,0,0,2,Meal Plan 1,Room_Type 1,31,Online,108.9,1,2018-05-24,Not_Canceled
INN28464,2,0,0,2,Meal Plan 1,Room_Type 4,48,Online,140.4,1,2018-05-24,Not_Canceled
INN07563,1,0,0,1,Not Selected,Room_Type 1,1,Online,129.0,0,2018-05-24,Not_Canceled
INN17981,1,0,0,1,Meal Plan 1,Room_Type 1,0,Online,135.0,0,2018-05-24,Canceled
INN09501,2,0,0,4,Meal Plan 1,Room_Type 4,92,Offline,106.08,0,2018-05-24,Not_Canceled
INN16298,1,0,0,1,Not Selected,Room_Type 1,0,Online,105.34,1,2018-05-24,Not_Canceled
INN25034,1,0,0,1,Meal Plan 1,Room_Type 1,8,Online,114.75,0,2018-05-24,Not_Canceled
INN30674,1,0,0,1,Meal Plan 1,Room_Type 1,41,Corporate,89.0,0,2018-05-24,Canceled
INN29879,2,0,0,1,Meal Plan 1,Room_Type 1,0,Online,141.0,0,2018-05-24,Not_Canceled
INN15734,2,0,0,2,Meal Plan 1,Room_Type 1,6,Corporate,110.0,1,2018-05-24,Not_Canceled
INN11569,1,0,0,2,Meal Plan 1,Room_Type 1,5,Corporate,100.0,0,2018-05-24,Not_Canceled
INN11374,2,0,0,2,Meal Plan 1,Room_Type 1,5,Corporate,110.0,1,2018-05-24,Not_Canceled
INN27309,2,0,0,1,Not Selected,Room_Type 1,62,Online,116.1,1,2018-05-25,Not_Canceled
INN15643,2,0,0,1,Not Selected,Room_Type 1,8,Online,119.0,0,2018-05-25,Not_Canceled
INN23338,2,0,0,4,Meal Plan 1,Room_Type 4,169,Online,123.25,0,2018-05-25,Canceled
INN03563,2,0,0,1,Not Selected,Room_Type 1,8,Online,119.0,0,2018-05-25,Not_Canceled
INN16617,2,0,1,4,Meal Plan 1,Room_Type 4,144,Online,92.55,0,2018-05-25,Not_Canceled
INN06842,1,0,1,4,Meal Plan 1,Room_Type 1,140,Online,82.73,1,2018-05-25,Not_Canceled
INN06413,1,0,0,1,Not Selected,Room_Type 1,8,Online,119.0,0,2018-05-25,Not_Canceled
INN21777,1,0,0,1,Not Selected,Room_Type 1,8,Online,119.0,0,2018-05-25,Not_Canceled
INN14053,2,0,0,4,Meal Plan 1,Room_Type 1,217,Online,90.1,2,2018-05-25,Canceled
INN22360,2,0,0,1,Not Selected,Room_Type 1,8,Online,99.0,1,2018-05-25,Not_Canceled
INN17189,2,0,0,1,Not Selected,Room_Type 1,8,Online,119.0,0,2018-05-25,Not_Canceled
INN09490,3,0,0,1,Meal Plan 1,Room_Type 4,9,Online,147.0,2,2018-05-25,Not_Canceled
INN35855,1,0,0,1,Meal Plan 1,Room_Type 1,8,Online,89.25,1,2018-05-25,Not_Canceled
INN32927,2,0,0,1,Meal Plan 1,Room_Type 1,8,Online,111.35,1,2018-05-25,Not_Canceled
INN01885,1,0,0,1,Not Selected,Room_Type 1,11,Online,99.0,0,2018-05-25,Not_Canceled
INN31520,2,0,0,4,Meal Plan 1,Room_Type 4,70,Online,102.1,2,2018-05-25,Not_Canceled
INN04475,1,0,0,1,Meal Plan 1,Room_Type 1,8,Online,89.25,1,2018-05-25,Not_Canceled
INN25030,2,0,0,1,Meal Plan 1,Room_Type 1,33,Online,108.9,0,2018-05-25,Not_Canceled
INN32987,2,0,0,1,Not Selected,Room_Type 1,30,Online,98.1,0,2018-05-25,Canceled
INN29867,1,0,1,4,Meal Plan 1,Room_Type 4,144,Online,92.55,0,2018-05-25,Canceled
INN36098,1,0,0,1,Meal Plan 1,Room_Type 1,33,Online,108.9,0,2018-05-25,Not_Canceled
INN10755,1,0,0,1,Meal Plan 1,Room_Type 1,8,Online,106.25,1,2018-05-25,Not_Canceled
INN02165,2,0,0,1,Meal Plan 1,Room_Type 4,16,Offline,107.0,0,2018-05-25,Not_Canceled
INN02797,2,0,0,4,Meal Plan 1,Room_Type 4,101,Online,132.6,0,2018-05-25,Not_Canceled
INN22155,1,0,0,1,Not Selected,Room_Type 1,33,Online,98.1,0,2018-05-25,Canceled
INN30746,1,0,0,1,Meal Plan 1,Room_Type 1,1,Aviation,95.0,0,2018-05-25,Canceled
INN05344,2,0,0,1,Meal Plan 1,Room_Type 1,15,Online,111.0,0,2018-05-25,Not_Canceled
INN27930,2,0,1,4,Meal Plan 1,Room_Type 4,144,Online,92.55,0,2018-05-25,Not_Canceled
INN03552,2,0,0,1,Meal Plan 1,Room_Type 1,33,Online,108.9,0,2018-05-25,Not_Canceled
INN10195,2,0,0,1,Not Selected,Room_Type 1,9,Online,99.0,0,2018-05-25,Not_Canceled
INN07407,2,0,0,4,Meal Plan 1,Room_Type 4,158,Online,123.25,1,2018-05-25,Canceled
INN23486,3,0,0,2,Meal Plan 1,Room_Type 4,73,Online,159.3,2,2018-05-25,Not_Canceled
INN02862,2,0,1,4,Meal Plan 1,Room_Type 4,73,Online,129.96,1,2018-05-25,Not_Canceled
INN21485,2,0,0,4,Meal Plan 1,Room_Type 4,113,Online,132.6,0,2018-05-25,Canceled
INN05862,1,0,0,1,Not Selected,Room_Type 1,8,Online,119.0,0,2018-05-25,Not_Canceled
INN11050,2,0,0,1,Not Selected,Room_Type 1,8,Online,119.0,0,2018-05-25,Not_Canceled
INN28530,2,0,0,1,Not Selected,Room_Type 1,12,Offline,79.2,0,2018-05-25,Not_Canceled
INN11122,2,0,0,1,Meal Plan 1,Room_Type 1,8,Online,111.35,0,2018-05-25,Canceled
INN00788,1,0,0,4,Meal Plan 1,Room_Type 1,158,Online,114.75,1,2018-05-25,Canceled
INN21363,2,0,0,4,Meal Plan 1,Room_Type 1,217,Online,90.1,2,2018-05-25,Canceled
INN01750,1,0,0,1,Not Selected,Room_Type 1,8,Online,119.0,0,2018-05-25,Canceled
INN11901,2,1,0,4,Meal Plan 1,Room_Type 1,158,Online,114.75,1,2018-05-25,Canceled
INN23303,2,0,1,4,Meal Plan 1,Room_Type 4,144,Online,92.55,1,2018-05-25,Not_Canceled
INN01036,2,0,0,4,Meal Plan 1,Room_Type 1,217,Online,90.1,2,2018-05-25,Canceled
INN05691,2,0,0,4,Meal Plan 1,Room_Type 4,169,Online,123.25,0,2018-05-25,Canceled
INN13116,2,0,0,1,Not Selected,Room_Type 1,8,Online,119.0,0,2018-05-25,Not_Canceled
INN08303,2,0,0,4,Meal Plan 1,Room_Type 4,101,Online,132.6,0,2018-05-25,Not_Canceled
INN01758,2,0,0,1,Not Selected,Room_Type 1,30,Online,98.1,0,2018-05-25,Canceled
INN20155,2,0,0,2,Meal Plan 1,Room_Type 4,1,Online,176.0,1,2018-05-26,Not_Canceled
INN01497,1,0,0,1,Meal Plan 1,Room_Type 4,20,Aviation,110.0,0,2018-05-26,Canceled
INN22519,2,0,1,3,Meal Plan 1,Room_Type 4,172,Online,123.25,0,2018-05-26,Canceled
INN15702,2,0,0,3,Not Selected,Room_Type 1,0,Online,149.0,0,2018-05-26,Not_Canceled
INN15537,2,0,0,3,Meal Plan 1,Room_Type 4,99,Online,140.4,0,2018-05-26,Not_Canceled
INN13214,2,1,0,3,Meal Plan 1,Room_Type 1,159,Online,119.85,1,2018-05-26,Canceled
INN18457,2,0,0,2,Meal Plan 1,Room_Type 4,85,Online,140.4,1,2018-05-26,Canceled
INN34556,2,0,0,2,Meal Plan 1,Room_Type 4,85,Online,140.4,0,2018-05-26,Canceled
INN05092,2,0,0,1,Meal Plan 1,Room_Type 1,0,Online,161.0,0,2018-05-26,Canceled
INN01744,2,0,0,2,Meal Plan 1,Room_Type 1,248,Online,118.0,0,2018-05-26,Canceled
INN28938,1,0,0,1,Meal Plan 1,Room_Type 4,20,Aviation,110.0,0,2018-05-26,Canceled
INN30323,2,0,0,2,Meal Plan 1,Room_Type 4,86,Online,140.4,0,2018-05-26,Canceled
INN16559,2,0,0,3,Meal Plan 1,Room_Type 1,121,Offline,80.75,0,2018-05-26,Not_Canceled
INN25521,2,0,0,2,Meal Plan 1,Room_Type 4,75,Online,140.4,0,2018-05-26,Canceled
INN15055,2,1,0,3,Meal Plan 1,Room_Type 1,159,Online,119.85,1,2018-05-26,Canceled
INN13489,2,0,0,3,Meal Plan 1,Room_Type 4,2,Online,176.0,1,2018-05-26,Not_Canceled
INN22785,2,0,0,3,Meal Plan 1,Room_Type 1,87,Offline,80.75,0,2018-05-26,Not_Canceled
INN12176,1,0,0,1,Meal Plan 1,Room_Type 4,9,Aviation,110.0,0,2018-05-26,Not_Canceled
INN33225,2,0,2,3,Meal Plan 1,Room_Type 4,107,Online,132.6,1,2018-05-26,Not_Canceled
INN35586,2,0,0,2,Meal Plan 1,Room_Type 1,118,Offline,80.75,0,2018-05-26,Not_Canceled
INN12720,1,0,1,3,Not Selected,Room_Type 1,87,Offline,85.0,0,2018-05-26,Not_Canceled
INN15376,2,1,0,3,Meal Plan 1,Room_Type 1,159,Online,119.85,1,2018-05-26,Canceled
INN30655,1,0,0,1,Meal Plan 1,Room_Type 4,20,Aviation,110.0,0,2018-05-26,Not_Canceled
INN08775,2,0,1,3,Meal Plan 1,Room_Type 1,1,Online,136.18,0,2018-05-26,Not_Canceled
INN07323,3,0,1,3,Meal Plan 1,Room_Type 1,134,Online,105.7,2,2018-05-26,Not_Canceled
INN12485,1,0,0,1,Meal Plan 1,Room_Type 4,20,Aviation,110.0,0,2018-05-26,Canceled
INN21834,2,0,0,3,Meal Plan 1,Room_Type 4,2,Online,176.0,1,2018-05-26,Not_Canceled
INN02768,2,0,0,2,Meal Plan 1,Room_Type 4,86,Online,140.4,0,2018-05-26,Canceled
INN20981,3,0,0,3,Meal Plan 1,Room_Type 4,3,Online,137.33,1,2018-05-26,Not_Canceled
INN09670,1,0,0,3,Meal Plan 1,Room_Type 1,159,Online,119.85,1,2018-05-26,Canceled
INN17345,2,0,0,1,Meal Plan 1,Room_Type 1,14,Offline,73.0,0,2018-05-27,Not_Canceled
INN25946,2,0,0,2,Meal Plan 1,Room_Type 1,160,Online,119.85,0,2018-05-27,Canceled
INN00227,2,2,2,2,Meal Plan 1,Room_Type 6,144,Online,177.65,1,2018-05-27,Canceled
INN27129,2,0,0,1,Meal Plan 1,Room_Type 1,14,Offline,73.0,0,2018-05-27,Not_Canceled
INN35944,1,0,2,2,Meal Plan 1,Room_Type 5,44,Corporate,135.4,0,2018-05-27,Canceled
INN33896,1,0,2,2,Meal Plan 1,Room_Type 5,108,Offline,153.9,0,2018-05-27,Not_Canceled
INN09720,2,0,0,1,Meal Plan 1,Room_Type 1,14,Offline,73.0,0,2018-05-27,Not_Canceled
INN16143,2,0,0,2,Meal Plan 1,Room_Type 4,64,Online,140.4,0,2018-05-27,Canceled
INN30701,3,0,0,2,Meal Plan 1,Room_Type 4,69,Online,159.3,2,2018-05-27,Not_Canceled
INN09938,1,0,1,2,Meal Plan 1,Room_Type 4,60,Online,140.4,0,2018-05-27,Canceled
INN06527,2,0,0,2,Meal Plan 1,Room_Type 4,160,Online,128.35,1,2018-05-27,Canceled
INN31915,3,0,1,2,Meal Plan 1,Room_Type 4,53,Online,159.3,0,2018-05-27,Canceled
INN17020,2,0,0,1,Meal Plan 1,Room_Type 1,14,Offline,73.0,0,2018-05-27,Not_Canceled
INN34390,1,0,0,1,Meal Plan 1,Room_Type 1,87,Online,94.25,1,2018-05-27,Not_Canceled
INN22731,1,0,0,1,Meal Plan 1,Room_Type 1,14,Offline,62.5,0,2018-05-27,Not_Canceled
INN27278,2,0,0,2,Meal Plan 1,Room_Type 4,64,Online,140.4,0,2018-05-27,Canceled
INN24412,2,0,0,2,Not Selected,Room_Type 1,178,Online,114.3,1,2018-05-27,Canceled
INN26993,1,0,1,2,Meal Plan 1,Room_Type 4,56,Online,140.4,0,2018-05-27,Canceled
INN26696,1,0,0,1,Meal Plan 1,Room_Type 1,14,Offline,62.5,0,2018-05-27,Not_Canceled
INN09086,3,0,2,2,Meal Plan 1,Room_Type 4,8,Online,176.34,3,2018-05-27,Not_Canceled
INN01014,2,0,1,2,Meal Plan 1,Room_Type 1,52,Offline,85.0,0,2018-05-27,Not_Canceled
INN09088,2,0,0,1,Meal Plan 1,Room_Type 4,51,Online,158.0,0,2018-05-27,Canceled
INN31091,2,0,0,1,Meal Plan 1,Room_Type 1,14,Offline,73.0,0,2018-05-27,Not_Canceled
INN28470,1,0,0,1,Meal Plan 1,Room_Type 1,14,Offline,62.5,0,2018-05-27,Not_Canceled
INN00330,2,0,0,2,Meal Plan 1,Room_Type 4,67,Online,140.4,1,2018-05-27,Not_Canceled
INN11579,3,0,1,2,Meal Plan 1,Room_Type 4,35,Online,153.3,0,2018-05-27,Canceled
INN02668,1,0,0,1,Meal Plan 1,Room_Type 1,14,Offline,62.5,0,2018-05-27,Not_Canceled
INN24530,1,0,0,1,Meal Plan 1,Room_Type 4,37,Online,140.4,0,2018-05-27,Canceled
INN04201,2,0,0,2,Meal Plan 1,Room_Type 4,0,Online,182.33,1,2018-05-27,Canceled
INN04232,2,0,0,1,Meal Plan 1,Room_Type 4,37,Online,140.4,0,2018-05-27,Canceled
INN25343,2,0,1,2,Meal Plan 1,Room_Type 4,112,Online,140.4,1,2018-05-27,Not_Canceled
INN11057,2,2,2,2,Meal Plan 1,Room_Type 6,144,Online,177.65,1,2018-05-27,Canceled
INN21024,2,0,1,2,Meal Plan 1,Room_Type 4,119,Online,140.4,0,2018-05-27,Canceled
INN27768,2,0,0,2,Meal Plan 1,Room_Type 4,64,Online,140.4,0,2018-05-27,Canceled
INN29281,2,0,0,1,Meal Plan 1,Room_Type 1,14,Offline,73.0,0,2018-05-27,Not_Canceled
INN29767,2,0,2,2,Meal Plan 1,Room_Type 4,147,Online,118.15,1,2018-05-27,Not_Canceled
INN26276,2,0,0,2,Meal Plan 1,Room_Type 4,64,Online,140.4,0,2018-05-27,Canceled
INN03283,1,0,0,2,Meal Plan 1,Room_Type 4,3,Online,176.0,0,2018-05-27,Canceled
INN26629,2,0,2,2,Meal Plan 1,Room_Type 4,144,Online,118.15,1,2018-05-27,Canceled
INN23415,2,0,0,2,Meal Plan 1,Room_Type 4,64,Online,140.4,0,2018-05-27,Canceled
INN26618,2,0,2,2,Meal Plan 1,Room_Type 4,133,Online,86.43,1,2018-05-27,Not_Canceled
INN12124,2,0,0,2,Meal Plan 1,Room_Type 4,132,Online,144.9,1,2018-05-27,Not_Canceled
INN21899,2,0,2,2,Meal Plan 1,Room_Type 4,133,Online,118.15,0,2018-05-27,Canceled
INN34138,2,1,0,2,Meal Plan 1,Room_Type 1,1,Online,179.0,2,2018-05-27,Not_Canceled
INN08939,2,0,0,1,Meal Plan 1,Room_Type 4,4,Online,176.0,1,2018-05-27,Not_Canceled
INN14369,2,0,0,1,Meal Plan 1,Room_Type 1,14,Offline,73.0,0,2018-05-27,Not_Canceled
INN21686,1,0,1,2,Meal Plan 1,Room_Type 4,52,Online,108.11,2,2018-05-27,Not_Canceled
INN09211,2,0,1,2,Meal Plan 1,Room_Type 4,52,Online,108.11,2,2018-05-27,Not_Canceled
INN08702,2,0,1,2,Meal Plan 1,Room_Type 4,52,Online,108.11,2,2018-05-27,Not_Canceled
INN03054,2,0,1,1,Meal Plan 1,Room_Type 4,130,Online,134.1,1,2018-05-28,Not_Canceled
INN06377,2,0,2,5,Meal Plan 1,Room_Type 4,57,Online,140.4,1,2018-05-28,Canceled
INN34367,2,0,0,1,Meal Plan 1,Room_Type 1,2,Online,161.0,1,2018-05-28,Not_Canceled
INN12092,1,0,0,1,Meal Plan 1,Room_Type 1,3,Online,155.0,1,2018-05-28,Not_Canceled
INN16683,2,0,0,1,Not Selected,Room_Type 1,4,Online,149.0,0,2018-05-28,Not_Canceled
INN11069,3,0,1,1,Meal Plan 1,Room_Type 4,52,Online,159.3,2,2018-05-28,Not_Canceled
INN17267,2,0,0,1,Meal Plan 1,Room_Type 4,13,Online,156.0,2,2018-05-28,Not_Canceled
INN17097,2,0,2,5,Meal Plan 1,Room_Type 1,192,Online,66.71,0,2018-05-28,Canceled
INN18994,2,0,2,2,Meal Plan 1,Room_Type 4,5,Online,133.1,1,2018-05-28,Not_Canceled
INN27316,2,0,0,1,Meal Plan 1,Room_Type 4,61,Online,140.4,0,2018-05-28,Canceled
INN35954,2,0,2,1,Meal Plan 1,Room_Type 4,153,Online,121.5,1,2018-05-28,Canceled
INN36175,2,0,2,3,Meal Plan 1,Room_Type 1,2,Online,113.05,0,2018-05-28,Canceled
INN04933,2,0,2,2,Meal Plan 1,Room_Type 4,52,Online,140.4,0,2018-05-28,Canceled
INN17754,2,0,1,1,Meal Plan 1,Room_Type 4,20,Online,143.0,1,2018-05-28,Not_Canceled
INN10857,2,0,0,1,Not Selected,Room_Type 1,2,Online,149.0,1,2018-05-28,Not_Canceled
INN33976,2,0,1,1,Meal Plan 1,Room_Type 4,61,Online,140.4,2,2018-05-28,Not_Canceled
INN26822,2,0,2,1,Meal Plan 1,Room_Type 1,115,Offline,75.0,0,2018-05-28,Not_Canceled
INN20974,2,0,2,1,Not Selected,Room_Type 1,135,Online,101.7,1,2018-05-28,Not_Canceled
INN02264,1,0,1,1,Meal Plan 1,Room_Type 1,1,Online,130.0,1,2018-05-28,Not_Canceled
INN28971,2,0,0,1,Meal Plan 1,Room_Type 1,4,Online,161.0,1,2018-05-28,Not_Canceled
INN28776,3,0,2,5,Meal Plan 1,Room_Type 4,59,Online,159.3,2,2018-05-28,Not_Canceled
INN33131,2,0,1,1,Meal Plan 1,Room_Type 4,41,Online,131.4,1,2018-05-28,Not_Canceled
INN04419,2,0,2,4,Meal Plan 1,Room_Type 1,140,Online,75.44,1,2018-05-28,Not_Canceled
INN11182,2,0,2,5,Meal Plan 1,Room_Type 1,192,Online,66.71,0,2018-05-28,Canceled
INN13835,3,0,2,4,Meal Plan 1,Room_Type 4,140,Online,103.42,2,2018-05-28,Not_Canceled
INN10450,2,0,0,1,Meal Plan 1,Room_Type 1,3,Online,161.0,1,2018-05-28,Not_Canceled
INN09022,2,0,2,5,Meal Plan 1,Room_Type 4,59,Online,96.99,1,2018-05-28,Not_Canceled
INN02167,1,0,2,2,Meal Plan 1,Room_Type 4,8,Online,130.48,0,2018-05-28,Canceled
INN13957,2,0,0,1,Meal Plan 1,Room_Type 4,28,Online,156.0,0,2018-05-28,Not_Canceled
INN03904,2,0,1,1,Meal Plan 1,Room_Type 4,51,Online,126.36,0,2018-05-28,Canceled
INN21981,2,0,2,1,Meal Plan 1,Room_Type 4,63,Online,140.4,0,2018-05-28,Canceled
INN17188,1,0,2,2,Meal Plan 1,Room_Type 1,107,Online,127.93,0,2018-05-28,Canceled
INN34205,2,0,0,1,Meal Plan 1,Room_Type 1,3,Online,155.0,1,2018-05-28,Not_Canceled
INN11963,2,0,2,4,Meal Plan 1,Room_Type 1,3,Online,113.46,2,2018-05-29,Not_Canceled
INN05441,2,0,3,5,Meal Plan 1,Room_Type 1,213,Offline,80.24,1,2018-05-29,Not_Canceled
INN31936,3,0,2,2,Meal Plan 1,Room_Type 4,21,Online,130.9,0,2018-05-29,Canceled
INN18617,1,0,3,5,Meal Plan 1,Room_Type 1,10,Corporate,110.0,0,2018-05-29,Not_Canceled
INN14644,1,0,1,0,Meal Plan 1,Room_Type 1,4,Offline,96.0,0,2018-05-29,Not_Canceled
INN00620,2,0,2,1,Meal Plan 1,Room_Type 1,107,Online,80.75,1,2018-05-29,Canceled
INN00423,2,0,2,2,Meal Plan 1,Room_Type 1,24,Online,104.55,2,2018-05-29,Not_Canceled
INN33650,2,0,2,3,Meal Plan 1,Room_Type 1,143,Online,99.79,0,2018-05-29,Not_Canceled
INN26048,2,0,2,2,Meal Plan 1,Room_Type 1,18,Online,98.6,2,2018-05-29,Not_Canceled
INN31919,2,0,1,0,Not Selected,Room_Type 1,29,Online,109.0,2,2018-05-29,Not_Canceled
INN25064,3,0,1,0,Meal Plan 1,Room_Type 4,28,Online,157.0,2,2018-05-29,Not_Canceled
INN13513,2,0,2,3,Meal Plan 1,Room_Type 1,11,Online,111.35,1,2018-05-29,Not_Canceled
INN25420,2,0,2,3,Meal Plan 1,Room_Type 4,136,Online,117.29,1,2018-05-29,Not_Canceled
INN21920,2,0,2,2,Meal Plan 1,Room_Type 1,27,Offline,80.75,1,2018-05-29,Not_Canceled
INN21236,3,0,2,3,Meal Plan 1,Room_Type 1,111,Offline,105.0,2,2018-05-29,Not_Canceled
INN28357,3,0,2,1,Meal Plan 1,Room_Type 1,205,Offline,125.0,0,2018-05-29,Canceled
INN26658,3,0,2,1,Meal Plan 1,Room_Type 1,205,Offline,125.0,0,2018-05-29,Canceled
INN33837,2,0,2,3,Meal Plan 1,Room_Type 1,134,Online,76.84,1,2018-05-29,Not_Canceled
INN26668,1,0,3,5,Meal Plan 1,Room_Type 1,10,Corporate,110.0,0,2018-05-29,Not_Canceled
INN13650,2,0,2,2,Meal Plan 1,Room_Type 4,5,Online,117.73,0,2018-05-29,Canceled
INN34726,3,0,2,3,Meal Plan 1,Room_Type 4,7,Online,141.95,2,2018-05-29,Not_Canceled
INN00414,3,0,2,2,Meal Plan 1,Room_Type 4,76,Online,150.45,0,2018-05-29,Canceled
INN11448,2,0,2,1,Meal Plan 1,Room_Type 1,33,Offline,85.5,0,2018-05-29,Not_Canceled
INN26795,2,0,2,1,Meal Plan 1,Room_Type 1,102,Offline,80.75,0,2018-05-29,Canceled
INN17065,2,0,2,2,Not Selected,Room_Type 1,98,Online,109.65,2,2018-05-29,Not_Canceled
INN26739,3,0,2,2,Meal Plan 1,Room_Type 4,6,Online,135.58,3,2018-05-29,Not_Canceled
INN04547,2,0,2,5,Meal Plan 2,Room_Type 1,142,Offline,110.75,0,2018-05-29,Not_Canceled
INN20870,2,0,2,2,Meal Plan 1,Room_Type 2,88,Online,112.01,1,2018-05-29,Not_Canceled
INN26124,1,0,2,0,Meal Plan 1,Room_Type 1,12,Online,81.62,1,2018-05-29,Not_Canceled
INN22172,2,0,2,1,Meal Plan 1,Room_Type 1,205,Offline,90.0,0,2018-05-29,Canceled
INN10166,2,0,2,1,Meal Plan 1,Room_Type 1,205,Offline,90.0,0,2018-05-29,Canceled
INN22174,2,0,2,1,Meal Plan 1,Room_Type 1,205,Offline,90.0,0,2018-05-29,Canceled
INN10510,2,0,2,1,Meal Plan 1,Room_Type 1,148,Online,114.3,0,2018-05-29,Canceled
INN10202,2,0,2,0,Meal Plan 1,Room_Type 4,48,Online,159.3,0,2018-05-29,Canceled
INN00657,2,0,2,1,Meal Plan 1,Room_Type 4,8,Online,124.1,1,2018-05-29,Not_Canceled
INN10288,2,0,2,2,Meal Plan 1,Room_Type 4,24,Online,117.3,1,2018-05-29,Not_Canceled
INN04703,2,0,2,2,Meal Plan 1,Room_Type 1,20,Online,90.86,1,2018-05-29,Not_Canceled
INN21442,2,0,2,3,Meal Plan 2,Room_Type 1,16,Offline,110.75,0,2018-05-29,Not_Canceled
INN31237,2,0,2,3,Meal Plan 1,Room_Type 4,141,Online,108.29,2,2018-05-29,Not_Canceled
INN17694,2,0,2,4,Meal Plan 1,Room_Type 4,115,Online,132.6,1,2018-05-29,Canceled
INN27707,2,0,2,1,Meal Plan 1,Room_Type 1,205,Offline,90.0,0,2018-05-29,Canceled
INN06238,2,0,1,0,Meal Plan 1,Room_Type 4,39,Online,122.4,1,2018-05-29,Not_Canceled
INN10120,2,0,2,2,Meal Plan 1,Room_Type 4,16,Online,111.35,2,2018-05-29,Not_Canceled
INN26144,2,0,1,0,Meal Plan 1,Room_Type 1,16,Online,111.0,1,2018-05-29,Not_Canceled
INN03647,1,0,3,5,Meal Plan 1,Room_Type 1,10,Corporate,110.0,0,2018-05-29,Not_Canceled
INN02219,2,0,2,2,Meal Plan 1,Room_Type 1,133,Online,99.66,2,2018-05-29,Not_Canceled
INN11178,2,0,1,0,Meal Plan 1,Room_Type 1,16,Online,111.0,0,2018-05-29,Canceled
INN21494,2,0,2,3,Meal Plan 1,Room_Type 1,20,Online,110.15,1,2018-05-29,Not_Canceled
INN33586,2,0,2,1,Meal Plan 1,Room_Type 1,202,Offline,90.0,0,2018-05-29,Canceled
INN34612,2,0,2,2,Meal Plan 1,Room_Type 4,148,Online,108.16,1,2018-05-29,Not_Canceled
INN11074,2,0,2,1,Meal Plan 1,Room_Type 1,205,Offline,90.0,0,2018-05-29,Canceled
INN12053,2,0,1,0,Meal Plan 1,Room_Type 1,5,Corporate,99.0,0,2018-05-29,Not_Canceled
INN03490,2,0,2,1,Meal Plan 1,Room_Type 4,4,Online,136.0,1,2018-05-29,Not_Canceled
INN03620,2,0,1,0,Meal Plan 1,Room_Type 1,106,Offline,95.0,1,2018-05-29,Not_Canceled
INN13091,2,0,2,4,Meal Plan 1,Room_Type 4,20,Online,121.25,1,2018-05-29,Not_Canceled
INN03751,2,0,2,3,Meal Plan 1,Room_Type 1,143,Online,99.79,0,2018-05-29,Not_Canceled
INN34594,2,0,2,1,Meal Plan 1,Room_Type 1,205,Offline,90.0,0,2018-05-29,Canceled
INN12057,2,0,2,3,Meal Plan 1,Room_Type 4,141,Online,108.29,2,2018-05-29,Not_Canceled
INN02503,2,0,2,3,Meal Plan 1,Room_Type 1,10,Offline,95.0,0,2018-05-29,Not_Canceled
INN20925,2,0,2,1,Meal Plan 1,Room_Type 1,205,Offline,90.0,0,2018-05-29,Canceled
INN02051,1,0,3,5,Meal Plan 1,Room_Type 1,10,Corporate,110.0,0,2018-05-29,Not_Canceled
INN35360,2,1,2,2,Meal Plan 1,Room_Type 4,13,Online,118.51,1,2018-05-29,Not_Canceled
INN17767,2,0,2,2,Meal Plan 1,Room_Type 4,148,Online,108.16,1,2018-05-29,Not_Canceled
INN25096,1,0,3,5,Meal Plan 1,Room_Type 1,10,Corporate,110.0,0,2018-05-29,Not_Canceled
INN04588,2,0,1,0,Not Selected,Room_Type 1,0,Online,99.0,0,2018-05-29,Not_Canceled
INN19379,2,0,1,0,Not Selected,Room_Type 1,0,Online,99.0,0,2018-05-29,Not_Canceled
