booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,repeated,p_c,p_not_c,average_price,special_requests,date_of_reservation,booking_status 
INN19103,2,0,0,1,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,116.0,0,2018-11-22,Not_Canceled
INN19104,1,0,2,0,Not Selected,0,Room_Type 1,52,Online,0,0,0,108.0,1,2018-10-02,Canceled
INN19106,2,0,0,2,Meal Plan 1,0,Room_Type 1,158,Online,0,0,0,90.0,1,2018-11-25,Canceled
INN19108,2,0,1,0,Not Selected,0,Room_Type 1,127,Online,0,0,0,80.1,2,2018-10-30,Not_Canceled
INN19109,1,0,0,1,Meal Plan 1,0,Room_Type 1,181,Offline,0,0,0,250.0,1,2018-10-11,Canceled
INN19113,2,0,0,4,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,88.4,1,2018-11-16,Not_Canceled
INN19120,2,0,0,2,Not Selected,0,Room_Type 1,98,Online,0,0,0,80.1,0,2018-10-26,Canceled
INN19124,2,0,1,3,Meal Plan 1,0,Room_Type 1,142,Online,0,0,0,85.0,0,2018-11-21,Canceled
INN19128,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,65.0,0,2018-12-21,Not_Canceled
INN19139,1,0,0,3,Meal Plan 1,0,Room_Type 1,335,Offline,0,0,0,80.0,0,2018-10-13,Not_Canceled
INN19140,2,1,2,1,Meal Plan 1,0,Room_Type 1,61,Offline,0,0,0,90.0,0,2018-11-26,Not_Canceled
INN19144,1,0,1,2,Meal Plan 1,0,Room_Type 4,253,Online,0,0,0,140.4,1,2018-10-07,Canceled
INN19150,2,0,0,3,Meal Plan 1,0,Room_Type 1,18,Online,1,0,1,123.33,1,2018-11-10,Not_Canceled
INN19156,2,0,2,1,Meal Plan 1,0,Room_Type 1,252,Online,0,0,0,106.3,0,2018-10-15,Canceled
INN19159,2,0,0,1,Meal Plan 1,0,Room_Type 1,4,Offline,0,0,0,75.0,2,2018-09-27,Not_Canceled
INN19170,1,0,0,4,Not Selected,0,Room_Type 1,236,Online,0,0,0,81.16,1,2018-09-27,Canceled
INN19171,2,0,1,2,Meal Plan 1,0,Room_Type 1,64,Offline,0,0,0,75.0,0,2018-11-18,Not_Canceled
INN19172,2,0,1,1,Meal Plan 2,0,Room_Type 1,35,Online,0,0,0,148.6,2,2018-10-15,Not_Canceled
INN19180,1,0,0,1,Meal Plan 1,0,Room_Type 1,182,Offline,0,0,0,120.0,1,2018-10-12,Canceled
INN19181,2,0,1,3,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,88.4,1,2018-11-17,Not_Canceled
INN19184,2,0,2,0,Meal Plan 2,0,Room_Type 1,75,Offline,0,0,0,105.0,0,2018-10-30,Canceled
INN19185,2,0,0,1,Meal Plan 1,0,Room_Type 5,5,Complementary,0,0,0,0.0,2,2018-10-26,Not_Canceled
INN19187,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,73.0,1,2018-11-30,Not_Canceled
INN19197,1,0,2,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,149.0,0,2018-10-02,Not_Canceled
INN19200,2,0,4,7,Not Selected,0,Room_Type 1,16,Online,0,0,0,67.81,0,2018-12-10,Not_Canceled
INN19202,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,Offline,0,0,0,95.0,0,2018-09-26,Canceled
INN19203,2,0,0,2,Meal Plan 1,0,Room_Type 1,315,Offline,0,0,0,52.0,0,2018-12-02,Not_Canceled
INN19207,1,0,1,0,Not Selected,0,Room_Type 1,180,Online,0,0,0,98.1,1,2018-10-10,Not_Canceled
INN19208,2,0,0,2,Not Selected,0,Room_Type 1,211,Online,0,0,0,67.5,1,2018-11-18,Canceled
INN19218,2,0,2,5,Meal Plan 1,0,Room_Type 1,104,Online,0,0,0,71.9,1,2018-12-23,Not_Canceled
INN19220,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,2018-10-13,Not_Canceled
INN19221,2,1,0,3,Meal Plan 1,0,Room_Type 6,49,Online,0,0,0,156.6,2,2018-12-08,Not_Canceled
INN19233,2,0,2,1,Meal Plan 1,0,Room_Type 1,80,Offline,0,0,0,75.0,0,2018-12-03,Not_Canceled
INN19235,2,0,4,8,Meal Plan 1,0,Room_Type 6,159,Online,1,0,1,146.2,2,2018-12-22,Not_Canceled
INN19239,3,0,2,2,Meal Plan 1,0,Room_Type 4,67,Online,0,0,0,119.0,1,2018-12-04,Not_Canceled
INN19246,2,1,0,2,Meal Plan 1,0,Room_Type 1,311,Online,0,0,0,112.5,1,2018-12-30,Canceled
INN19249,2,0,2,10,Not Selected,0,Room_Type 1,310,Online,0,0,0,68.57,2,2018-12-27,Canceled
INN19254,1,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,90.0,0,2018-10-14,Canceled
INN19261,2,2,2,4,Meal Plan 1,0,Room_Type 6,228,Online,0,0,0,136.19,1,2018-12-29,Canceled
INN19263,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Offline,0,0,0,89.0,0,2018-11-04,Canceled
INN19267,2,0,2,3,Meal Plan 1,0,Room_Type 4,24,Online,0,0,0,94.86,1,2018-09-25,Not_Canceled
INN19272,2,0,1,2,Meal Plan 1,0,Room_Type 1,101,Online,0,0,0,100.2,4,2018-10-24,Not_Canceled
INN19278,2,0,1,3,Meal Plan 1,0,Room_Type 1,183,Online,0,0,0,96.3,1,2018-10-20,Not_Canceled
INN19279,2,0,2,2,Meal Plan 1,0,Room_Type 4,40,Online,0,0,0,185.28,0,2018-12-30,Canceled
INN19282,2,0,2,3,Meal Plan 1,0,Room_Type 4,153,Online,0,0,0,143.1,0,2018-09-24,Canceled
INN19283,2,0,0,1,Meal Plan 1,0,Room_Type 1,20,Online,0,0,0,104.0,1,2018-11-25,Not_Canceled
INN19285,2,0,1,3,Meal Plan 1,0,Room_Type 1,53,Online,0,0,0,88.4,0,2018-11-21,Not_Canceled
INN19287,2,0,0,3,Meal Plan 1,0,Room_Type 4,38,Online,0,0,0,116.65,1,2018-10-11,Not_Canceled
INN19290,1,0,0,3,Meal Plan 1,0,Room_Type 1,66,Online,0,0,0,93.6,3,2018-11-03,Not_Canceled
INN19293,3,0,0,1,Meal Plan 1,0,Room_Type 7,71,Complementary,1,0,32,0.0,4,2018-10-15,Not_Canceled
INN19295,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,120.0,0,2018-10-10,Canceled
INN19296,3,0,0,2,Meal Plan 1,0,Room_Type 1,30,Offline,0,0,0,98.1,0,2018-11-30,Not_Canceled
INN19302,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,2018-10-13,Not_Canceled
INN19303,2,0,0,3,Meal Plan 1,0,Room_Type 1,105,Offline,0,0,0,75.0,0,2018-10-12,Canceled
INN19306,2,1,1,1,Meal Plan 1,0,Room_Type 1,119,Online,0,0,0,109.8,0,2018-12-24,Canceled
INN19309,2,0,2,3,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,156.0,1,2018-10-16,Not_Canceled
INN19310,2,0,0,1,Meal Plan 1,0,Room_Type 1,39,Offline,0,0,0,65.0,0,2018-12-27,Not_Canceled
INN19311,2,0,0,2,Meal Plan 1,0,Room_Type 1,345,Online,0,0,0,78.3,2,2018-12-20,Canceled
INN19313,2,0,0,4,Meal Plan 1,0,Room_Type 4,163,Online,0,0,0,104.4,2,2018-10-26,Canceled
INN19318,2,1,2,5,Meal Plan 1,0,Room_Type 1,132,Online,0,0,0,100.3,0,2018-12-08,Canceled
INN19325,1,0,1,4,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,95.0,2,2018-11-14,Not_Canceled
INN19326,2,0,0,2,Meal Plan 2,0,Room_Type 4,9,Online,0,0,0,243.0,2,2018-10-07,Not_Canceled
INN19327,2,0,1,3,Not Selected,0,Room_Type 1,252,Online,0,0,0,53.47,1,2018-12-29,Not_Canceled
INN19328,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,2018-10-13,Not_Canceled
INN19329,2,1,0,3,Meal Plan 1,0,Room_Type 1,184,Online,0,0,0,125.1,0,2018-10-04,Canceled
INN19340,1,0,0,1,Meal Plan 1,0,Room_Type 4,9,Online,0,0,0,114.0,1,2018-12-07,Not_Canceled
INN19343,2,0,2,4,Meal Plan 1,0,Room_Type 4,22,Online,0,0,0,159.0,2,2018-09-24,Not_Canceled
INN19344,1,0,1,1,Meal Plan 1,0,Room_Type 1,89,Online,0,0,0,96.0,2,2018-12-10,Not_Canceled
INN19347,1,0,1,5,Meal Plan 1,0,Room_Type 1,349,Offline,0,0,0,80.0,0,2018-10-04,Canceled
INN19356,2,0,2,2,Not Selected,0,Room_Type 1,24,Online,0,0,0,119.0,1,2018-09-25,Canceled
INN19360,2,0,2,3,Meal Plan 1,0,Room_Type 1,190,Offline,0,0,0,59.16,0,2018-12-01,Not_Canceled
INN19367,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,2018-10-13,Not_Canceled
INN19375,2,0,0,2,Meal Plan 1,0,Room_Type 4,17,Online,0,0,0,130.0,2,2018-11-03,Not_Canceled
INN19376,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,115.0,1,2018-10-14,Canceled
INN19378,2,0,1,0,Meal Plan 1,0,Room_Type 1,286,Offline,0,0,0,90.0,0,2018-10-16,Canceled
INN19383,2,0,1,2,Meal Plan 2,1,Room_Type 1,5,Online,0,0,0,200.33,2,2018-10-28,Not_Canceled
INN19390,2,0,0,2,Not Selected,0,Room_Type 1,96,Online,0,0,0,79.2,3,2018-11-02,Not_Canceled
INN19395,1,0,1,1,Meal Plan 1,0,Room_Type 1,8,Online,0,0,0,103.0,1,2018-11-14,Not_Canceled
INN19398,2,0,3,5,Not Selected,0,Room_Type 1,248,Online,0,0,0,80.75,0,2018-10-24,Canceled
INN19399,1,0,2,3,Meal Plan 1,0,Room_Type 1,75,Online,0,0,0,84.96,2,2018-10-30,Not_Canceled
INN19402,2,0,1,3,Meal Plan 1,0,Room_Type 4,77,Offline,0,0,0,99.96,0,2018-10-10,Not_Canceled
INN19409,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,130.0,1,2018-11-05,Canceled
INN19411,2,0,0,2,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,125.8,0,2018-12-29,Not_Canceled
INN19431,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,105.0,0,2018-10-13,Not_Canceled
INN19432,2,0,1,5,Meal Plan 1,0,Room_Type 4,129,Online,0,0,0,132.3,0,2018-10-10,Canceled
INN19434,1,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,90.0,0,2018-10-14,Canceled
INN19441,2,0,0,3,Meal Plan 1,0,Room_Type 1,78,Offline,0,0,0,80.75,0,2018-10-18,Not_Canceled
INN19451,2,0,4,6,Meal Plan 1,0,Room_Type 4,93,Online,0,0,0,129.51,0,2018-10-16,Canceled
INN19456,2,0,0,2,Meal Plan 1,0,Room_Type 1,29,Online,0,0,0,152.0,2,2018-10-05,Not_Canceled
INN19459,2,0,2,2,Meal Plan 1,0,Room_Type 1,33,Online,0,0,0,90.52,1,2018-10-29,Not_Canceled
INN19460,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,Offline,0,0,0,80.75,0,2018-10-09,Not_Canceled
INN19462,2,0,1,2,Not Selected,0,Room_Type 1,4,Online,0,0,0,140.0,1,2018-10-03,Not_Canceled
INN19463,2,0,2,2,Meal Plan 1,0,Room_Type 1,179,Online,0,0,0,113.4,0,2018-09-30,Canceled
INN19466,2,0,2,1,Meal Plan 1,0,Room_Type 1,30,Online,0,0,0,117.0,2,2018-09-25,Not_Canceled
INN19469,3,0,0,4,Meal Plan 1,0,Room_Type 4,72,Online,0,0,0,119.0,2,2018-12-20,Not_Canceled
INN19472,2,0,1,5,Meal Plan 1,0,Room_Type 1,41,Offline,0,0,0,70.0,0,2018-12-27,Not_Canceled
INN19477,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Online,0,0,0,76.46,1,2018-10-21,Not_Canceled
INN19479,2,0,0,1,Meal Plan 1,0,Room_Type 1,25,Offline,0,0,0,65.0,1,2018-12-27,Not_Canceled
INN19480,1,0,0,3,Meal Plan 1,0,Room_Type 1,29,Offline,0,0,0,67.5,1,2018-11-16,Not_Canceled
INN19485,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89.0,0,2018-11-03,Canceled
INN19486,2,0,1,0,Not Selected,0,Room_Type 1,21,Online,0,0,0,88.0,1,2018-11-28,Canceled
INN19487,3,0,0,2,Meal Plan 1,0,Room_Type 4,87,Online,0,0,0,126.0,2,2018-12-16,Not_Canceled
INN19493,1,0,0,1,Meal Plan 1,0,Room_Type 4,14,Online,0,0,0,184.0,2,2018-09-22,Not_Canceled
INN19495,2,0,2,1,Meal Plan 1,0,Room_Type 1,9,Offline,0,0,0,85.0,1,2018-10-02,Not_Canceled
INN19500,2,0,0,1,Meal Plan 1,0,Room_Type 6,51,Online,0,0,0,146.92,1,2018-10-07,Not_Canceled
INN19502,2,0,0,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,190.0,2,2018-10-07,Not_Canceled
INN19503,2,2,2,5,Meal Plan 1,0,Room_Type 6,36,Online,0,0,0,177.77,1,2018-09-24,Not_Canceled
INN19505,2,0,1,3,Meal Plan 1,0,Room_Type 1,290,Online,0,0,0,73.95,0,2018-12-01,Canceled
INN19510,2,1,0,3,Meal Plan 1,0,Room_Type 1,172,Online,0,0,0,108.9,0,2018-10-04,Canceled
INN19515,3,0,0,1,Meal Plan 1,0,Room_Type 1,15,Offline,0,0,0,81.0,1,2018-12-27,Not_Canceled
INN19526,2,0,0,3,Meal Plan 1,0,Room_Type 1,40,Offline,0,0,0,85.0,0,2018-10-25,Not_Canceled
INN19538,1,0,0,1,Not Selected,0,Room_Type 1,113,Online,0,0,0,108.0,1,2018-10-13,Not_Canceled
INN19539,1,0,1,0,Meal Plan 1,0,Room_Type 1,46,Online,0,0,0,97.2,2,2018-11-06,Not_Canceled
INN19546,2,0,1,2,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,105.0,0,2018-10-03,Canceled
INN19549,2,0,0,2,Not Selected,0,Room_Type 1,125,Online,0,0,0,79.2,1,2018-11-16,Not_Canceled
INN19556,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,Offline,0,0,0,89.0,0,2018-11-04,Canceled
INN19561,2,0,0,1,Not Selected,0,Room_Type 1,47,Online,0,0,0,125.1,1,2018-09-20,Not_Canceled
INN19563,2,0,2,2,Not Selected,0,Room_Type 1,24,Online,0,0,0,129.0,3,2018-10-02,Not_Canceled
INN19568,2,0,0,1,Not Selected,0,Room_Type 1,43,Online,0,0,0,97.0,1,2018-11-16,Not_Canceled
INN19569,2,0,2,6,Not Selected,0,Room_Type 1,6,Online,0,0,0,77.78,0,2018-11-22,Canceled
INN19575,1,0,0,1,Meal Plan 1,0,Room_Type 1,15,Corporate,0,0,0,65.0,0,2018-10-13,Not_Canceled
INN19580,3,0,1,4,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,92.65,0,2018-11-23,Not_Canceled
INN19584,1,0,2,2,Meal Plan 1,0,Room_Type 4,8,Aviation,0,0,0,94.0,0,2018-10-28,Not_Canceled
INN19590,2,0,0,3,Meal Plan 1,0,Room_Type 1,87,Online,0,0,0,118.8,2,2018-10-06,Not_Canceled
INN19592,2,0,1,1,Meal Plan 1,1,Room_Type 1,4,Corporate,0,0,0,77.0,1,2018-12-26,Not_Canceled
INN19594,1,0,0,1,Meal Plan 1,0,Room_Type 4,0,Corporate,1,0,3,110.0,1,2018-09-27,Not_Canceled
INN19605,1,0,2,1,Meal Plan 1,0,Room_Type 1,24,Online,0,0,0,104.0,1,2018-12-18,Not_Canceled
INN19607,2,0,1,3,Meal Plan 1,0,Room_Type 1,213,Online,0,0,0,99.71,2,2018-10-17,Not_Canceled
INN19608,2,0,4,5,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,88.4,2,2018-12-18,Not_Canceled
INN19615,2,0,2,3,Meal Plan 1,0,Room_Type 1,268,Offline,0,0,0,80.75,0,2018-10-09,Not_Canceled
INN19616,2,0,1,0,Not Selected,0,Room_Type 1,104,Online,0,0,0,108.0,1,2018-10-09,Canceled
INN19630,2,0,0,4,Meal Plan 1,0,Room_Type 1,111,Online,0,0,0,85.0,0,2018-12-07,Canceled
INN19633,1,0,1,1,Meal Plan 1,0,Room_Type 1,155,Online,0,0,0,113.4,0,2018-10-03,Canceled
INN19640,2,0,2,1,Meal Plan 1,0,Room_Type 4,135,Online,0,0,0,132.3,0,2018-10-01,Canceled
INN19642,2,0,0,1,Not Selected,0,Room_Type 1,0,Online,1,0,6,80.0,0,2018-12-23,Not_Canceled
INN19643,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,Offline,0,0,0,90.0,0,2018-10-14,Canceled
INN19646,2,0,2,1,Meal Plan 1,0,Room_Type 1,252,Online,0,0,0,106.3,0,2018-10-15,Canceled
INN19648,1,0,0,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,140.0,0,2018-10-12,Not_Canceled
INN19651,2,0,2,5,Meal Plan 1,0,Room_Type 4,157,Online,0,0,0,132.3,0,2018-10-01,Canceled
INN19652,2,0,1,2,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,88.29,1,2018-11-11,Not_Canceled
INN19654,3,0,0,1,Meal Plan 1,0,Room_Type 4,50,Online,0,0,0,158.4,1,2018-10-18,Not_Canceled
INN19663,1,0,0,1,Not Selected,0,Room_Type 1,181,Online,0,0,0,98.1,1,2018-10-11,Canceled
INN19664,2,0,1,3,Meal Plan 1,0,Room_Type 1,18,Online,0,0,0,91.38,0,2018-12-08,Not_Canceled
INN19669,2,0,1,1,Meal Plan 1,0,Room_Type 1,75,Offline,0,0,0,75.0,0,2018-12-03,Not_Canceled
INN19674,2,0,0,4,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,133.03,1,2018-11-09,Not_Canceled
INN19676,2,0,1,3,Meal Plan 1,0,Room_Type 1,48,Offline,0,0,0,112.0,0,2018-11-03,Not_Canceled
INN19678,2,0,1,3,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,81.6,2,2018-12-19,Not_Canceled
INN19686,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,52.0,0,2018-12-09,Not_Canceled
INN19701,2,0,2,2,Meal Plan 1,0,Room_Type 1,111,Online,0,0,0,88.4,2,2018-12-24,Not_Canceled
INN19705,2,0,2,0,Meal Plan 1,0,Room_Type 1,34,Online,0,0,0,138.0,1,2018-10-30,Not_Canceled
INN19706,1,0,0,2,Meal Plan 1,0,Room_Type 4,62,Online,0,0,0,115.04,1,2018-09-27,Not_Canceled
INN19707,2,0,0,4,Meal Plan 2,0,Room_Type 1,100,Offline,0,0,0,140.0,1,2018-09-28,Not_Canceled
INN19709,2,0,2,2,Not Selected,0,Room_Type 1,3,Online,0,0,0,135.0,1,2018-10-16,Not_Canceled
INN19711,2,0,0,2,Meal Plan 1,0,Room_Type 1,88,Corporate,0,0,0,90.0,1,2018-10-07,Not_Canceled
INN19716,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,Corporate,0,0,0,84.0,0,2018-11-28,Not_Canceled
INN19718,2,0,2,2,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,89.89,1,2018-12-03,Not_Canceled
INN19719,2,0,0,1,Not Selected,0,Room_Type 1,50,Online,0,0,0,89.1,0,2018-10-20,Canceled
INN19722,1,2,4,9,Meal Plan 1,0,Room_Type 6,30,Online,0,0,0,186.22,1,2018-11-02,Canceled
INN19728,1,0,2,0,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,150.0,2,2018-10-30,Not_Canceled
INN19741,2,0,2,2,Meal Plan 1,0,Room_Type 1,124,Online,0,0,0,140.15,0,2018-11-05,Not_Canceled
INN19742,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,Offline,0,0,0,90.0,0,2018-10-14,Canceled
INN19745,3,0,2,1,Meal Plan 1,0,Room_Type 4,25,Online,0,0,0,154.0,0,2018-12-03,Canceled
INN19753,1,0,1,2,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,120.0,0,2018-10-10,Canceled
INN19757,2,0,0,3,Not Selected,0,Room_Type 1,17,Online,0,0,0,92.67,0,2018-12-08,Not_Canceled
INN19764,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,Offline,0,0,0,115.0,1,2018-10-14,Canceled
INN19767,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,95.0,0,2018-10-13,Not_Canceled
INN19770,2,0,1,3,Not Selected,0,Room_Type 1,23,Online,0,0,0,119.0,1,2018-09-26,Canceled
INN19773,2,0,2,2,Meal Plan 1,0,Room_Type 1,213,Online,0,0,0,102.85,2,2018-10-01,Canceled
INN19777,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89.0,0,2018-11-03,Canceled
INN19779,1,0,1,1,Not Selected,0,Room_Type 1,3,Online,0,0,0,88.0,0,2018-12-05,Not_Canceled
INN19784,2,0,2,2,Meal Plan 1,0,Room_Type 7,54,Online,0,0,0,191.2,1,2018-10-28,Not_Canceled
INN19786,2,0,2,5,Meal Plan 1,0,Room_Type 1,66,Offline,0,0,0,68.0,1,2018-12-23,Not_Canceled
INN19795,2,0,2,1,Meal Plan 1,0,Room_Type 4,177,Online,0,0,0,104.4,2,2018-10-29,Canceled
INN19799,2,0,2,4,Meal Plan 1,0,Room_Type 1,195,Offline,0,0,0,72.0,0,2018-12-04,Not_Canceled
INN19800,2,0,1,1,Meal Plan 1,0,Room_Type 1,44,Offline,0,0,0,112.0,1,2018-11-05,Not_Canceled
INN19801,3,0,2,2,Meal Plan 1,0,Room_Type 4,148,Online,0,0,0,115.6,1,2018-12-23,Not_Canceled
INN19802,2,0,1,3,Meal Plan 1,0,Room_Type 1,184,Online,0,0,0,96.3,2,2018-10-17,Not_Canceled
INN19810,2,0,1,0,Meal Plan 1,0,Room_Type 4,3,Aviation,1,0,1,110.0,0,2018-10-03,Not_Canceled
INN19817,2,0,1,2,Not Selected,0,Room_Type 1,40,Online,0,0,0,67.76,1,2018-11-18,Not_Canceled
INN19818,2,0,2,3,Meal Plan 2,0,Room_Type 1,45,Offline,0,0,0,72.0,0,2018-12-15,Not_Canceled
INN19819,3,0,1,2,Meal Plan 1,0,Room_Type 4,50,Online,0,0,0,126.0,0,2018-11-25,Canceled
INN19823,2,0,1,4,Meal Plan 1,0,Room_Type 1,336,Offline,0,0,0,78.0,0,2018-09-21,Not_Canceled
INN19828,3,0,1,1,Meal Plan 2,0,Room_Type 4,145,Online,0,0,0,202.5,0,2018-10-22,Canceled
INN19831,2,1,1,3,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,109.23,3,2018-11-17,Not_Canceled
INN19832,1,0,0,3,Meal Plan 2,0,Room_Type 1,271,Offline,0,0,0,95.0,0,2018-09-21,Canceled
INN19836,2,0,0,3,Meal Plan 1,0,Room_Type 1,42,Offline,0,0,0,95.0,0,2018-09-28,Not_Canceled
INN19840,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,Offline,0,0,0,89.0,0,2018-11-03,Canceled
INN19841,2,0,2,4,Not Selected,0,Room_Type 1,44,Online,0,0,0,74.8,0,2018-11-25,Canceled
INN19844,1,0,2,2,Meal Plan 1,0,Room_Type 1,54,Offline,0,0,0,66.5,0,2018-10-16,Not_Canceled
INN19845,2,0,1,1,Not Selected,0,Room_Type 1,251,Online,0,0,0,73.35,1,2018-11-21,Not_Canceled
INN19851,2,0,1,3,Meal Plan 1,0,Room_Type 4,29,Online,0,0,0,96.9,0,2018-11-14,Not_Canceled
INN19852,2,0,0,2,Not Selected,0,Room_Type 1,45,Online,0,0,0,119.5,0,2018-10-26,Not_Canceled
INN19854,2,0,1,1,Meal Plan 1,0,Room_Type 1,89,Online,0,0,0,104.0,2,2018-12-10,Not_Canceled
INN19857,2,0,1,3,Not Selected,0,Room_Type 1,6,Online,0,0,0,66.3,0,2018-12-15,Not_Canceled
INN19862,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,Offline,0,0,0,75.0,0,2018-09-26,Canceled
INN19865,2,0,1,1,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,85.0,0,2018-10-15,Not_Canceled
INN19870,2,0,0,3,Meal Plan 1,0,Room_Type 1,256,Online,0,0,0,96.3,3,2018-10-20,Not_Canceled
INN19872,2,0,1,2,Not Selected,0,Room_Type 1,11,Online,0,0,0,65.1,1,2018-11-14,Not_Canceled
INN19873,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,Offline,0,0,0,52.0,0,2018-12-09,Not_Canceled
INN19876,2,0,1,2,Meal Plan 1,0,Room_Type 1,91,Offline,0,0,0,80.0,0,2018-09-30,Not_Canceled
INN19880,1,0,0,1,Meal Plan 1,0,Room_Type 1,6,Corporate,1,5,55,67.0,2,2018-12-08,Not_Canceled
INN19881,3,0,1,4,Meal Plan 1,0,Room_Type 4,200,Offline,0,0,0,115.6,4,2018-10-03,Not_Canceled
INN19884,2,0,2,1,Not Selected,0,Room_Type 1,97,Online,0,0,0,79.8,1,2018-10-30,Canceled
INN19889,1,0,0,3,Meal Plan 1,0,Room_Type 1,271,Offline,0,0,0,85.67,0,2018-09-21,Not_Canceled
INN19893,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,92.0,0,2018-11-11,Not_Canceled
INN19899,2,0,1,2,Meal Plan 1,0,Room_Type 1,418,Offline,0,0,0,75.0,0,2018-09-26,Canceled
INN19904,2,0,0,3,Meal Plan 1,0,Room_Type 6,40,Online,0,0,0,207.9,2,2018-09-20,Not_Canceled
INN19912,2,2,2,1,Meal Plan 1,0,Room_Type 6,98,Online,0,0,0,156.6,1,2018-10-30,Not_Canceled
INN19913,2,0,2,2,Meal Plan 1,0,Room_Type 1,189,Online,0,0,0,70.44,1,2018-10-22,Not_Canceled
INN19919,1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Offline,0,0,0,109.65,0,2018-10-13,Not_Canceled
INN19921,2,0,0,2,Meal Plan 1,0,Room_Type 4,22,Online,1,0,1,114.0,1,2018-12-14,Not_Canceled
INN19925,3,0,0,3,Meal Plan 1,0,Room_Type 4,143,Online,0,0,0,151.2,1,2018-10-06,Canceled
INN19926,2,0,0,3,Meal Plan 1,0,Room_Type 1,279,Offline,0,0,0,110.0,0,2018-10-12,Canceled
INN19929,1,0,5,10,Not Selected,0,Room_Type 1,31,Online,0,0,0,66.29,1,2018-12-04,Canceled
INN19930,2,0,0,4,Meal Plan 1,0,Room_Type 1,63,Online,0,0,0,88.4,1,2018-11-29,Canceled
INN19939,2,0,0,3,Meal Plan 1,0,Room_Type 1,297,Online,0,0,0,90.3,1,2018-12-29,Not_Canceled
INN19942,2,0,0,3,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,102.6,1,2018-12-07,Not_Canceled
INN19943,1,0,0,3,Meal Plan 1,0,Room_Type 1,174,Offline,0,0,0,95.67,0,2018-09-22,Not_Canceled
INN19944,2,0,1,3,Meal Plan 1,0,Room_Type 4,12,Online,0,0,0,91.63,0,2018-12-26,Not_Canceled
INN19949,3,0,3,5,Meal Plan 1,0,Room_Type 4,282,Online,0,0,0,109.23,1,2018-12-25,Canceled
