index,booking_id,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,repeated,p_c,p_not_c,average_price,special_requests,date_of_reservation,booking_status,datetime,season 
16221,INN16222,2,0,2,2,Meal Plan 1,False,Room_Type 1,17,Online,False,0,0,117.04,1,2018-10-07,Not_Canceled,2018-10-07,low
16222,INN16223,1,0,0,1,Meal Plan 1,False,Room_Type 1,9,Corporate,False,0,0,65.0,0,2017-11-11,Not_Canceled,2017-11-11,low
16223,INN16224,2,0,2,2,Meal Plan 1,False,Room_Type 1,25,Online,False,0,0,154.0,0,2018-09-16,Not_Canceled,2018-09-16,low
16224,INN16225,2,0,2,1,Meal Plan 2,False,Room_Type 1,18,Online,False,0,0,149.0,0,2018-06-12,Not_Canceled,2018-06-12,high
16226,INN16227,2,0,1,3,Not Selected,False,Room_Type 1,63,Online,False,0,0,63.75,1,2018-03-10,Not_Canceled,2018-03-10,low
16227,INN16228,2,0,2,1,Meal Plan 1,False,Room_Type 1,33,Online,False,0,0,78.5,2,2018-03-05,Not_Canceled,2018-03-05,low
16228,INN16229,3,0,1,2,Meal Plan 1,False,Room_Type 4,163,Online,False,0,0,122.4,2,2018-12-26,Not_Canceled,2018-12-26,high
16229,INN16230,2,0,2,1,Meal Plan 1,False,Room_Type 1,102,Offline,False,0,0,80.75,0,2018-05-29,Not_Canceled,2018-05-29,low
16230,INN16231,2,0,0,1,Not Selected,False,Room_Type 1,4,Online,False,0,0,92.93,0,2018-08-02,Not_Canceled,2018-08-02,high
16231,INN16232,2,0,2,3,Meal Plan 1,False,Room_Type 1,101,Online,False,0,0,101.15,1,2018-04-28,Not_Canceled,2018-04-28,high
16232,INN16233,2,0,2,1,Not Selected,False,Room_Type 1,31,Online,False,0,0,69.5,1,2018-02-06,Not_Canceled,2018-02-06,low
16233,INN16234,2,0,0,4,Meal Plan 1,False,Room_Type 4,40,Online,False,0,0,96.9,1,2018-12-07,Not_Canceled,2018-12-07,low
16236,INN16237,2,0,1,0,Not Selected,False,Room_Type 1,1,Online,False,0,0,140.0,0,2018-10-31,Not_Canceled,2018-10-31,low
16237,INN16238,2,0,1,2,Meal Plan 1,False,Room_Type 1,129,Online,False,0,0,114.3,1,2018-08-15,Not_Canceled,2018-08-15,high
16238,INN16239,1,0,0,2,Meal Plan 1,False,Room_Type 1,136,Online,False,0,0,90.9,0,2018-08-26,Not_Canceled,2018-08-26,low
16239,INN16240,2,1,0,2,Meal Plan 1,False,Room_Type 1,32,Online,False,0,0,126.0,2,2018-04-20,Not_Canceled,2018-04-20,low
16240,INN16241,2,1,0,1,Meal Plan 1,False,Room_Type 1,122,Online,False,0,0,121.5,0,2018-07-27,Canceled,2018-07-27,low
16242,INN16243,2,0,0,5,Meal Plan 1,False,Room_Type 1,4,Online,False,0,0,90.0,2,2017-08-11,Not_Canceled,2017-08-11,high
16243,INN16244,2,0,0,1,Meal Plan 2,False,Room_Type 1,74,Online,False,0,0,127.8,2,2018-12-10,Not_Canceled,2018-12-10,low
16244,INN16245,3,0,0,3,Meal Plan 2,False,Room_Type 4,11,Offline,False,0,0,161.8,1,2018-02-24,Not_Canceled,2018-02-24,low
16245,INN16246,2,0,1,1,Meal Plan 1,False,Room_Type 1,36,Online,False,0,0,130.5,0,2018-07-11,Not_Canceled,2018-07-11,high
16246,INN16247,3,0,0,3,Meal Plan 1,False,Room_Type 4,60,Online,False,0,0,126.0,0,2018-12-08,Canceled,2018-12-08,low
16247,INN16248,1,0,2,2,Meal Plan 1,False,Room_Type 1,5,Online,False,0,0,151.94,0,2018-11-06,Canceled,2018-11-06,low
16248,INN16249,2,1,0,4,Meal Plan 1,False,Room_Type 4,11,Online,False,0,0,113.2,0,2017-12-30,Not_Canceled,2017-12-30,low
16250,INN16251,2,0,2,5,Meal Plan 1,False,Room_Type 1,150,Offline,False,0,0,41.43,2,2018-03-19,Not_Canceled,2018-03-19,high
16251,INN16252,2,0,1,4,Meal Plan 1,False,Room_Type 1,44,Online,False,0,0,88.4,2,2018-11-14,Not_Canceled,2018-11-14,high
16252,INN16253,1,0,1,1,Meal Plan 1,False,Room_Type 4,23,Online,False,0,0,156.0,0,2018-05-21,Canceled,2018-05-21,high
16253,INN16254,2,0,2,1,Not Selected,False,Room_Type 1,17,Offline,False,0,0,75.0,0,2018-07-17,Not_Canceled,2018-07-17,high
16254,INN16255,2,0,0,2,Meal Plan 2,False,Room_Type 1,74,Offline,False,0,0,109.0,0,2017-09-18,Not_Canceled,2017-09-18,high
16256,INN16257,1,0,1,3,Meal Plan 1,False,Room_Type 4,32,Online,False,0,0,148.28,0,2018-10-10,Canceled,2018-10-10,low
16257,INN16258,1,0,0,2,Meal Plan 1,False,Room_Type 1,192,Offline,False,0,0,95.0,0,2018-06-24,Not_Canceled,2018-06-24,low
16258,INN16259,1,0,0,3,Meal Plan 1,False,Room_Type 1,73,Offline,False,0,0,67.83,0,2017-11-24,Not_Canceled,2017-11-24,low
16259,INN16260,2,0,0,2,Meal Plan 1,False,Room_Type 1,74,Online,False,0,0,89.25,3,2017-09-15,Not_Canceled,2017-09-15,low
16260,INN16261,2,0,2,1,Meal Plan 1,False,Room_Type 1,26,Online,False,0,0,137.67,1,2018-06-26,Canceled,2018-06-26,high
16261,INN16262,2,0,0,1,Not Selected,False,Room_Type 1,16,Online,False,0,0,119.0,1,2018-04-22,Not_Canceled,2018-04-22,low
16262,INN16263,2,0,2,1,Not Selected,False,Room_Type 1,31,Online,False,0,0,69.5,1,2018-02-06,Not_Canceled,2018-02-06,low
16264,INN16265,2,2,2,1,Meal Plan 1,False,Room_Type 6,109,Online,False,0,0,159.9,0,2018-10-29,Canceled,2018-10-29,low
16265,INN16266,2,0,0,2,Meal Plan 2,False,Room_Type 1,265,Offline,False,0,0,115.0,1,2018-06-24,Canceled,2018-06-24,low
16266,INN16267,2,0,2,1,Not Selected,False,Room_Type 1,197,Online,False,0,0,82.5,0,2018-10-30,Canceled,2018-10-30,low
16267,INN16268,1,0,0,1,Meal Plan 1,False,Room_Type 4,99,Offline,False,0,0,90.95,0,2018-06-04,Not_Canceled,2018-06-04,low
16268,INN16269,2,0,0,2,Meal Plan 1,False,Room_Type 4,39,Online,False,0,0,129.6,1,2018-10-27,Not_Canceled,2018-10-27,high
16269,INN16270,2,0,0,1,Meal Plan 1,False,Room_Type 1,125,Online,False,0,0,90.0,0,2018-12-02,Not_Canceled,2018-12-02,low
16270,INN16271,2,0,2,3,Meal Plan 1,True,Room_Type 1,156,Online,False,0,0,115.25,1,2018-08-14,Canceled,2018-08-14,low
16271,INN16272,2,0,0,2,Meal Plan 1,False,Room_Type 1,28,Corporate,False,0,0,100.0,0,2018-05-19,Not_Canceled,2018-05-19,high
16272,INN16273,3,0,1,3,Meal Plan 1,False,Room_Type 4,39,Online,False,0,0,137.7,0,2018-04-21,Not_Canceled,2018-04-21,low
16273,INN16274,2,0,1,2,Meal Plan 1,False,Room_Type 1,39,Offline,False,0,0,72.0,0,2018-11-21,Not_Canceled,2018-11-21,high
16274,INN16275,2,0,0,1,Not Selected,False,Room_Type 1,13,Online,False,0,0,79.0,1,2018-02-13,Not_Canceled,2018-02-13,low
16275,INN16276,1,0,1,3,Meal Plan 1,False,Room_Type 4,16,Online,False,0,0,127.5,0,2018-04-07,Canceled,2018-04-07,low
16276,INN16277,2,0,1,0,Not Selected,False,Room_Type 4,32,Complementary,False,0,0,0.0,1,2018-11-07,Not_Canceled,2018-11-07,high
16277,INN16278,2,0,1,1,Meal Plan 1,False,Room_Type 1,190,Offline,True,13,1,70.0,0,2018-04-09,Canceled,2018-04-09,low
16278,INN16279,1,0,0,2,Meal Plan 1,False,Room_Type 1,32,Offline,False,0,0,73.0,0,2017-11-20,Not_Canceled,2017-11-20,high
16279,INN16280,2,0,1,2,Meal Plan 1,False,Room_Type 1,186,Offline,False,0,0,80.0,0,2018-04-22,Not_Canceled,2018-04-22,low
16280,INN16281,1,0,0,1,Meal Plan 1,False,Room_Type 1,1,Online,False,0,0,96.0,1,2018-03-01,Not_Canceled,2018-03-01,low
16281,INN16282,2,0,0,1,Not Selected,False,Room_Type 1,13,Corporate,False,0,0,100.0,1,2018-09-15,Not_Canceled,2018-09-15,low
16282,INN16283,2,0,1,0,Meal Plan 1,False,Room_Type 5,151,Offline,False,0,0,200.0,0,2018-06-27,Canceled,2018-06-27,low
16283,INN16284,2,0,1,2,Meal Plan 1,False,Room_Type 1,125,Offline,False,0,0,71.0,1,2018-04-18,Not_Canceled,2018-04-18,high
16284,INN16285,1,0,1,2,Meal Plan 1,False,Room_Type 1,5,Online,False,0,0,0.0,0,2017-10-19,Not_Canceled,2017-10-19,low
16285,INN16286,2,0,2,2,Meal Plan 1,False,Room_Type 1,40,Offline,False,0,0,55.0,1,2017-12-26,Not_Canceled,2017-12-26,low
16286,INN16287,2,0,0,1,Meal Plan 1,False,Room_Type 2,0,Online,False,0,0,88.25,0,2018-01-07,Not_Canceled,2018-01-07,low
16287,INN16288,1,0,2,5,Not Selected,False,Room_Type 1,97,Online,False,0,0,58.6,0,2018-03-12,Not_Canceled,2018-03-12,high
16288,INN16289,2,0,2,1,Not Selected,False,Room_Type 1,73,Online,False,0,0,76.5,0,2018-04-03,Canceled,2018-04-03,high
16289,INN16290,2,0,2,4,Meal Plan 1,False,Room_Type 1,80,Offline,False,0,0,80.75,0,2018-03-26,Not_Canceled,2018-03-26,high
16290,INN16291,2,0,2,1,Meal Plan 1,False,Room_Type 1,221,Offline,False,0,0,65.0,0,2017-10-10,Not_Canceled,2017-10-10,low
16291,INN16292,2,0,2,0,Meal Plan 1,False,Room_Type 1,15,Online,False,0,0,111.0,0,2018-05-29,Canceled,2018-05-29,high
16292,INN16293,2,0,0,2,Meal Plan 1,False,Room_Type 1,12,Online,False,0,0,93.0,1,2018-02-05,Not_Canceled,2018-02-05,low
16294,INN16295,2,0,2,2,Meal Plan 1,False,Room_Type 1,89,Offline,False,0,0,72.25,3,2018-07-17,Not_Canceled,2018-07-17,low
16295,INN16296,2,0,1,2,Not Selected,False,Room_Type 1,67,Online,False,0,0,81.9,0,2018-04-01,Not_Canceled,2018-04-01,high
16296,INN16297,2,0,2,1,Meal Plan 1,False,Room_Type 1,221,Offline,False,0,0,65.0,0,2017-10-17,Not_Canceled,2017-10-17,low
16297,INN16298,1,0,0,1,Not Selected,False,Room_Type 1,0,Online,False,0,0,105.34,1,2018-05-24,Not_Canceled,2018-05-24,low
16298,INN16299,2,0,0,4,Meal Plan 1,False,Room_Type 1,57,Online,False,0,0,85.85,1,2018-03-30,Not_Canceled,2018-03-30,low
16299,INN16300,3,0,0,2,Meal Plan 2,False,Room_Type 4,114,Online,False,0,0,207.0,2,2018-08-10,Canceled,2018-08-10,high
16300,INN16301,2,0,0,1,Not Selected,False,Room_Type 1,1,Online,False,0,0,65.6,0,2018-11-24,Not_Canceled,2018-11-24,low
16301,INN16302,3,0,0,3,Meal Plan 1,False,Room_Type 7,10,Online,False,0,0,289.0,2,2018-09-15,Not_Canceled,2018-09-15,low
16302,INN16303,2,1,2,7,Meal Plan 1,False,Room_Type 4,41,Offline,False,0,0,66.72,1,2018-03-16,Not_Canceled,2018-03-16,low
16303,INN16304,1,0,1,0,Meal Plan 1,False,Room_Type 1,164,Offline,False,0,0,115.0,0,2018-10-16,Canceled,2018-10-16,low
16304,INN16305,2,0,2,1,Meal Plan 1,False,Room_Type 1,252,Online,False,0,0,106.3,0,2018-10-15,Canceled,2018-10-15,high
16305,INN16306,2,0,2,2,Meal Plan 1,False,Room_Type 1,81,Offline,False,0,0,65.0,0,2018-03-25,Canceled,2018-03-25,high
16306,INN16307,1,0,0,3,Meal Plan 1,False,Room_Type 1,166,Offline,False,0,0,110.0,0,2018-11-01,Canceled,2018-11-01,low
16308,INN16309,2,0,2,1,Meal Plan 1,False,Room_Type 1,42,Offline,False,0,0,76.5,0,2017-09-19,Not_Canceled,2017-09-19,low
16309,INN16310,1,0,1,2,Meal Plan 1,False,Room_Type 1,61,Online,False,0,0,126.9,2,2018-05-13,Not_Canceled,2018-05-13,high
16310,INN16311,2,0,0,3,Meal Plan 1,False,Room_Type 1,259,Offline,False,0,0,90.0,0,2018-05-05,Canceled,2018-05-05,low
16311,INN16312,1,0,0,4,Meal Plan 1,False,Room_Type 4,20,Online,False,0,0,131.35,1,2018-12-28,Not_Canceled,2018-12-28,low
16312,INN16313,2,0,2,3,Not Selected,False,Room_Type 1,38,Online,False,0,0,107.1,0,2018-07-01,Not_Canceled,2018-07-01,high
16313,INN16314,2,0,1,1,Meal Plan 1,False,Room_Type 1,3,Online,False,0,0,180.0,1,2018-08-13,Not_Canceled,2018-08-13,high
16314,INN16315,3,0,0,1,Meal Plan 1,False,Room_Type 1,10,Offline,False,0,0,124.0,2,2018-09-01,Not_Canceled,2018-09-01,low
16315,INN16316,1,0,2,2,Meal Plan 1,False,Room_Type 1,162,Offline,False,0,0,115.0,0,2018-10-14,Canceled,2018-10-14,low
16316,INN16317,2,0,0,3,Meal Plan 1,False,Room_Type 1,99,Online,False,0,0,88.6,1,2018-06-21,Canceled,2018-06-21,low
16317,INN16318,2,0,2,2,Meal Plan 1,False,Room_Type 1,11,Offline,False,0,0,88.5,0,2017-10-23,Not_Canceled,2017-10-23,low
16319,INN16320,2,0,2,5,Meal Plan 1,False,Room_Type 1,139,Offline,False,0,0,72.25,0,2018-07-05,Canceled,2018-07-05,low
16320,INN16321,2,0,2,5,Not Selected,False,Room_Type 1,102,Online,False,0,0,86.82,1,2018-04-27,Not_Canceled,2018-04-27,high
16321,INN16322,1,0,2,0,Meal Plan 1,False,Room_Type 1,16,Online,False,0,0,84.0,0,2018-06-12,Not_Canceled,2018-06-12,high
16322,INN16323,2,0,1,3,Meal Plan 1,False,Room_Type 4,103,Online,False,0,0,124.53,0,2018-05-05,Canceled,2018-05-05,high
16323,INN16324,2,0,0,3,Meal Plan 1,False,Room_Type 1,41,Online,False,0,0,98.67,2,2017-10-06,Not_Canceled,2017-10-06,low
16324,INN16325,2,0,1,2,Not Selected,True,Room_Type 1,11,Online,False,0,0,144.0,2,2018-10-03,Not_Canceled,2018-10-03,low
16325,INN16326,2,0,0,2,Not Selected,False,Room_Type 1,138,Online,False,0,0,79.2,1,2018-11-22,Not_Canceled,2018-11-22,low
16327,INN16328,2,0,0,3,Meal Plan 1,False,Room_Type 1,157,Offline,False,0,0,68.0,0,2018-12-08,Not_Canceled,2018-12-08,low
16328,INN16329,3,0,1,2,Meal Plan 1,False,Room_Type 4,28,Online,False,0,0,166.67,0,2018-11-11,Canceled,2018-11-11,high
16329,INN16330,2,0,1,2,Meal Plan 1,False,Room_Type 4,32,Offline,False,0,0,70.0,0,2017-10-30,Not_Canceled,2017-10-30,high
16330,INN16331,3,0,0,2,Meal Plan 1,False,Room_Type 4,1,Online,False,0,0,209.5,0,2017-09-15,Canceled,2017-09-15,low
16331,INN16332,1,0,0,2,Meal Plan 1,False,Room_Type 1,193,Online,False,0,0,100.8,1,2018-06-22,Canceled,2018-06-22,low
16332,INN16333,3,0,0,2,Meal Plan 1,False,Room_Type 4,19,Online,False,0,0,162.0,2,2018-07-20,Not_Canceled,2018-07-20,high
16333,INN16334,2,0,0,3,Meal Plan 1,False,Room_Type 1,112,Offline,False,0,0,120.0,0,2018-06-02,Canceled,2018-06-02,low
16334,INN16335,1,0,2,4,Meal Plan 1,False,Room_Type 1,245,Offline,False,0,0,110.0,0,2018-07-06,Canceled,2018-07-06,low
16336,INN16337,3,0,2,2,Meal Plan 1,False,Room_Type 4,80,Online,False,0,0,151.2,0,2018-10-21,Not_Canceled,2018-10-21,low
16338,INN16339,2,0,0,3,Meal Plan 1,False,Room_Type 1,73,Offline,False,0,0,53.38,1,2018-03-24,Not_Canceled,2018-03-24,high
16339,INN16340,2,0,0,4,Meal Plan 1,False,Room_Type 4,106,Offline,False,0,0,62.0,0,2018-01-05,Not_Canceled,2018-01-05,low
16340,INN16341,2,0,0,2,Meal Plan 2,False,Room_Type 1,102,Offline,False,0,0,109.0,0,2017-10-16,Not_Canceled,2017-10-16,low
16341,INN16342,2,0,0,5,Meal Plan 1,False,Room_Type 1,107,Online,False,0,0,107.1,0,2018-08-02,Canceled,2018-08-02,low
16342,INN16343,2,0,1,0,Meal Plan 1,False,Room_Type 5,0,Corporate,True,0,1,135.0,0,2018-03-21,Not_Canceled,2018-03-21,low
16343,INN16344,2,0,0,1,Meal Plan 1,False,Room_Type 1,0,Complementary,False,0,0,0.0,1,2018-06-16,Not_Canceled,2018-06-16,high
16344,INN16345,2,0,1,0,Meal Plan 1,False,Room_Type 1,0,Online,False,0,0,79.31,1,2018-05-09,Not_Canceled,2018-05-09,low
16345,INN16346,2,0,2,0,Not Selected,False,Room_Type 1,11,Online,False,0,0,135.0,2,2018-10-02,Not_Canceled,2018-10-02,low
16346,INN16347,2,0,2,2,Not Selected,False,Room_Type 1,31,Online,False,0,0,57.59,1,2018-11-25,Not_Canceled,2018-11-25,high
16347,INN16348,1,0,0,2,Meal Plan 1,False,Room_Type 1,65,Offline,False,0,0,100.0,0,2017-10-02,Not_Canceled,2017-10-02,high
16349,INN16350,2,0,2,1,Not Selected,False,Room_Type 1,173,Online,False,0,0,98.1,1,2018-10-01,Not_Canceled,2018-10-01,low
16353,INN16354,1,0,2,1,Meal Plan 1,False,Room_Type 1,1,Online,False,0,0,68.76,1,2018-11-27,Not_Canceled,2018-11-27,low
16354,INN16355,2,1,2,0,Meal Plan 1,False,Room_Type 4,75,Online,False,0,0,96.78,1,2018-10-02,Not_Canceled,2018-10-02,high
16355,INN16356,2,0,1,4,Meal Plan 1,False,Room_Type 1,115,Online,False,0,0,99.45,1,2018-05-04,Not_Canceled,2018-05-04,high
16356,INN16357,2,0,0,2,Meal Plan 1,False,Room_Type 1,67,Online,False,0,0,104.55,1,2017-11-10,Canceled,2017-11-10,low
16357,INN16358,1,0,0,1,Meal Plan 1,False,Room_Type 1,14,Offline,False,0,0,100.0,0,2017-10-15,Not_Canceled,2017-10-15,low
16358,INN16359,1,0,1,1,Meal Plan 1,False,Room_Type 1,60,Offline,False,0,0,60.0,0,2017-10-12,Not_Canceled,2017-10-12,high
16359,INN16360,2,0,1,1,Meal Plan 1,False,Room_Type 1,57,Online,False,0,0,96.3,0,2018-04-18,Canceled,2018-04-18,high
16360,INN16361,2,0,0,1,Meal Plan 1,False,Room_Type 4,19,Online,False,0,0,166.0,1,2018-08-10,Canceled,2018-08-10,high
16361,INN16362,2,1,0,4,Meal Plan 1,False,Room_Type 1,7,Online,False,0,0,100.73,0,2018-12-20,Not_Canceled,2018-12-20,high
16363,INN16364,2,0,2,0,Meal Plan 1,False,Room_Type 1,31,Online,False,0,0,96.3,0,2017-10-18,Not_Canceled,2017-10-18,low
16366,INN16367,1,0,0,1,Not Selected,False,Room_Type 1,1,Online,False,0,0,129.0,0,2018-05-12,Not_Canceled,2018-05-12,low
16367,INN16368,2,0,0,2,Not Selected,True,Room_Type 1,187,Online,False,0,0,94.5,1,2018-07-22,Canceled,2018-07-22,low
16368,INN16369,2,0,1,2,Meal Plan 1,False,Room_Type 1,219,Online,False,0,0,69.33,0,2018-08-12,Canceled,2018-08-12,low
16369,INN16370,2,0,1,2,Meal Plan 1,False,Room_Type 1,82,Online,False,0,0,72.25,2,2017-11-02,Not_Canceled,2017-11-02,low
16370,INN16371,2,0,0,2,Meal Plan 1,False,Room_Type 1,28,Corporate,False,0,0,109.0,0,2018-05-19,Not_Canceled,2018-05-19,high
16371,INN16372,0,2,0,3,Meal Plan 1,False,Room_Type 2,230,Online,False,0,0,86.5,1,2018-07-26,Canceled,2018-07-26,low
16372,INN16373,2,0,1,0,Not Selected,False,Room_Type 1,31,Online,False,0,0,94.5,0,2018-04-24,Canceled,2018-04-24,low
16373,INN16374,2,0,0,1,Meal Plan 1,False,Room_Type 1,40,Online,False,0,0,96.3,0,2017-10-24,Not_Canceled,2017-10-24,high
16374,INN16375,2,0,2,1,Meal Plan 1,False,Room_Type 4,49,Online,False,0,0,121.5,0,2018-03-19,Not_Canceled,2018-03-19,low
16375,INN16376,1,0,0,1,Meal Plan 1,False,Room_Type 1,1,Online,False,0,0,0.0,2,2017-08-26,Not_Canceled,2017-08-26,high
16376,INN16377,2,0,2,5,Meal Plan 1,False,Room_Type 4,79,Online,False,0,0,91.2,2,2018-11-19,Not_Canceled,2018-11-19,low
16377,INN16378,2,0,0,1,Not Selected,False,Room_Type 1,60,Online,False,0,0,88.0,1,2018-11-11,Not_Canceled,2018-11-11,low
16378,INN16379,2,0,1,2,Meal Plan 1,False,Room_Type 1,101,Offline,False,0,0,80.0,0,2018-04-04,Canceled,2018-04-04,high
16379,INN16380,2,0,1,2,Meal Plan 1,False,Room_Type 1,193,Offline,False,0,0,120.0,0,2018-06-20,Canceled,2018-06-20,high
16380,INN16381,1,0,0,1,Meal Plan 1,False,Room_Type 4,0,Complementary,True,2,1,0.0,0,2018-03-03,Not_Canceled,2018-03-03,low
16381,INN16382,2,0,2,1,Meal Plan 1,False,Room_Type 4,38,Online,False,0,0,111.8,1,2018-10-15,Not_Canceled,2018-10-15,low
16383,INN16384,2,0,2,1,Not Selected,False,Room_Type 1,31,Offline,False,0,0,63.0,0,2018-12-03,Not_Canceled,2018-12-03,low
16384,INN16385,2,0,1,2,Meal Plan 1,False,Room_Type 1,273,Offline,False,0,0,95.0,0,2018-05-13,Canceled,2018-05-13,low
16385,INN16386,2,0,1,3,Meal Plan 1,False,Room_Type 1,60,Online,False,0,0,88.4,2,2018-12-08,Not_Canceled,2018-12-08,low
16386,INN16387,2,0,2,6,Not Selected,False,Room_Type 1,11,Online,False,0,0,139.0,0,2018-08-12,Canceled,2018-08-12,high
16387,INN16388,2,0,0,3,Meal Plan 1,False,Room_Type 5,36,Offline,False,0,0,144.0,0,2018-10-06,Not_Canceled,2018-10-06,low
16388,INN16389,2,0,0,2,Not Selected,False,Room_Type 1,125,Online,False,0,0,116.1,1,2018-06-17,Not_Canceled,2018-06-17,low
16389,INN16390,2,0,1,1,Not Selected,False,Room_Type 1,34,Online,False,0,0,109.0,1,2018-10-29,Canceled,2018-10-29,high
16390,INN16391,1,0,2,4,Meal Plan 1,False,Room_Type 1,69,Offline,False,0,0,120.0,0,2018-06-12,Canceled,2018-06-12,high
16392,INN16393,2,0,1,2,Meal Plan 1,False,Room_Type 1,273,Offline,False,0,0,95.0,0,2018-05-13,Canceled,2018-05-13,low
16393,INN16394,2,0,2,1,Meal Plan 1,False,Room_Type 1,109,Offline,False,0,0,80.75,0,2018-05-22,Not_Canceled,2018-05-22,low
16394,INN16395,2,0,0,2,Meal Plan 1,False,Room_Type 1,8,Online,False,0,0,126.0,0,2018-05-10,Not_Canceled,2018-05-10,low
16395,INN16396,2,0,2,1,Meal Plan 1,False,Room_Type 1,19,Online,False,0,0,66.57,1,2018-02-13,Not_Canceled,2018-02-13,low
16396,INN16397,2,0,0,2,Meal Plan 1,False,Room_Type 1,74,Online,False,0,0,93.6,3,2018-11-04,Not_Canceled,2018-11-04,low
16397,INN16398,1,0,0,3,Meal Plan 1,False,Room_Type 1,37,Offline,False,0,0,95.0,0,2018-10-13,Not_Canceled,2018-10-13,low
16398,INN16399,2,0,1,3,Meal Plan 1,False,Room_Type 1,2,Online,False,0,0,119.0,1,2017-12-31,Not_Canceled,2017-12-31,low
16399,INN16400,2,0,0,4,Not Selected,False,Room_Type 1,29,Online,False,0,0,73.08,0,2018-03-02,Canceled,2018-03-02,low
16400,INN16401,1,0,0,4,Meal Plan 1,False,Room_Type 1,13,Corporate,True,2,14,65.0,0,2017-12-15,Not_Canceled,2017-12-15,high
16401,INN16402,2,0,1,3,Meal Plan 1,False,Room_Type 1,10,Online,False,0,0,83.93,1,2018-03-14,Not_Canceled,2018-03-14,low
16402,INN16403,2,0,1,3,Not Selected,False,Room_Type 1,104,Online,False,0,0,72.25,1,2018-04-18,Canceled,2018-04-18,high
16403,INN16404,2,0,0,3,Meal Plan 1,False,Room_Type 1,108,Online,False,0,0,87.3,2,2018-03-30,Canceled,2018-03-30,high
16404,INN16405,2,0,2,1,Meal Plan 1,False,Room_Type 2,54,Offline,False,0,0,95.0,1,2018-10-29,Not_Canceled,2018-10-29,high
16407,INN16408,2,0,2,2,Meal Plan 1,False,Room_Type 4,7,Online,False,0,0,90.1,2,2018-12-18,Not_Canceled,2018-12-18,high
16408,INN16409,2,0,1,0,Not Selected,False,Room_Type 1,104,Online,False,0,0,108.0,1,2018-10-09,Canceled,2018-10-09,low
16409,INN16410,2,0,0,3,Meal Plan 1,False,Room_Type 4,46,Online,False,0,0,125.55,0,2018-10-06,Canceled,2018-10-06,low
16410,INN16411,2,0,1,3,Not Selected,False,Room_Type 1,169,Online,False,0,0,89.25,1,2018-07-25,Not_Canceled,2018-07-25,low
16411,INN16412,2,0,2,3,Meal Plan 1,False,Room_Type 1,32,Online,False,0,0,94.5,1,2017-10-04,Canceled,2017-10-04,low
16412,INN16413,2,0,0,2,Meal Plan 1,True,Room_Type 4,129,Online,False,0,0,109.8,0,2018-08-25,Not_Canceled,2018-08-25,low
16413,INN16414,1,0,1,2,Not Selected,False,Room_Type 1,122,Online,False,0,0,106.0,1,2018-07-15,Not_Canceled,2018-07-15,low
16414,INN16415,2,0,2,0,Meal Plan 1,False,Room_Type 1,81,Online,False,0,0,93.6,0,2018-11-13,Canceled,2018-11-13,low
16415,INN16416,2,0,0,3,Meal Plan 1,False,Room_Type 1,58,Offline,False,0,0,75.0,0,2018-11-23,Not_Canceled,2018-11-23,low
16417,INN16418,2,0,0,3,Meal Plan 2,False,Room_Type 4,83,Online,False,0,0,174.6,0,2018-06-07,Not_Canceled,2018-06-07,high
16418,INN16419,2,0,2,3,Meal Plan 1,False,Room_Type 4,98,Online,False,0,0,144.9,0,2018-07-08,Canceled,2018-07-08,low
16419,INN16420,2,0,0,2,Meal Plan 1,True,Room_Type 1,24,Online,False,0,0,115.5,1,2018-01-06,Not_Canceled,2018-01-06,low
16420,INN16421,3,0,2,1,Meal Plan 1,False,Room_Type 4,47,Online,False,0,0,150.3,2,2018-06-18,Not_Canceled,2018-06-18,high
16421,INN16422,3,0,0,3,Meal Plan 1,False,Room_Type 4,130,Online,False,0,0,137.7,0,2018-07-27,Not_Canceled,2018-07-27,high
16423,INN16424,3,0,0,2,Meal Plan 1,False,Room_Type 4,262,Online,False,0,0,146.7,2,2018-11-04,Canceled,2018-11-04,high
16424,INN16425,2,2,1,0,Meal Plan 1,False,Room_Type 6,30,Online,False,0,0,162.35,1,2018-06-20,Not_Canceled,2018-06-20,high
16425,INN16426,1,0,2,3,Meal Plan 1,False,Room_Type 1,4,Online,False,0,0,92.4,0,2017-10-11,Not_Canceled,2017-10-11,low
16426,INN16427,2,0,2,2,Meal Plan 1,False,Room_Type 1,51,Online,False,0,0,54.09,0,2018-03-11,Canceled,2018-03-11,low
16427,INN16428,1,0,1,0,Meal Plan 1,False,Room_Type 1,1,Online,False,0,0,105.0,0,2018-05-16,Canceled,2018-05-16,low
16428,INN16429,2,0,0,2,Meal Plan 2,False,Room_Type 1,239,Offline,False,0,0,112.2,0,2018-06-15,Canceled,2018-06-15,low
16429,INN16430,2,0,0,1,Not Selected,False,Room_Type 1,47,Online,False,0,0,71.1,1,2018-03-15,Not_Canceled,2018-03-15,low
16431,INN16432,2,0,2,3,Meal Plan 1,False,Room_Type 1,85,Online,False,0,0,73.95,2,2018-03-17,Not_Canceled,2018-03-17,high
16432,INN16433,3,0,2,3,Meal Plan 1,False,Room_Type 4,22,Online,False,0,0,152.6,2,2018-04-14,Not_Canceled,2018-04-14,low
