index,number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,lead_time,average_price,special_requests,date_of_reservation,booking_status,market_segment_type_Corporate,market_segment_type_Offline,market_segment_type_Online,market_segment_type_Other,room_type_Other,room_type_Room_Type 1,room_type_Room_Type 4,season_high,season_low,type_of_meal_Meal Plan 1,type_of_meal_Meal Plan 2,type_of_meal_Not Selected 
14390,2,0,1,0,1,99.0,1,2018-06-13,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14391,2,0,0,3,143,121.8,0,2018-07-19,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14393,2,0,2,3,61,149.4,1,2018-09-11,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14394,2,0,0,2,17,114.5,2,2017-09-17,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14395,2,0,2,1,158,69.92,1,2018-04-16,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14399,2,0,1,5,5,90.0,1,2017-08-10,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14400,2,0,0,2,9,128.5,2,2017-09-11,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14401,1,0,0,2,103,115.0,0,2018-04-19,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14403,2,0,1,5,20,140.33,2,2017-09-21,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14404,2,0,0,4,38,81.9,1,2018-03-08,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14405,2,0,1,4,117,72.25,0,2018-08-24,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14406,2,2,0,1,0,155.0,0,2017-09-03,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14407,2,0,2,5,93,71.4,1,2018-07-12,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14408,1,0,0,1,8,89.0,1,2018-04-05,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14409,2,0,0,2,257,101.5,0,2017-07-01,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14410,1,0,0,3,19,80.0,0,2017-10-06,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14411,1,0,1,0,5,65.0,0,2017-11-23,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14412,1,0,0,2,192,110.0,0,2018-06-24,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14413,3,0,2,3,192,96.9,1,2018-08-26,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14415,2,0,2,3,152,149.25,1,2018-08-06,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14416,1,0,2,5,17,68.0,1,2018-02-06,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14419,1,0,0,2,102,80.0,0,2017-10-16,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14420,2,0,2,3,39,81.9,1,2018-03-10,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14421,2,0,1,1,37,94.5,0,2018-04-23,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14423,1,0,1,2,50,72.9,0,2018-01-29,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14424,2,0,0,4,133,114.3,0,2018-08-09,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14426,1,0,0,1,1,65.0,1,2018-01-07,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14427,1,0,1,0,12,72.0,0,2017-10-04,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14428,2,0,1,2,100,38.67,0,2018-03-25,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14431,2,0,0,5,230,137.0,0,2018-09-06,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14434,2,0,2,1,63,80.3,0,2018-03-05,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14435,2,0,2,3,61,79.36,1,2018-03-03,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14436,1,0,1,2,114,75.0,0,2018-07-01,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14438,2,0,0,2,177,100.0,0,2018-06-03,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14439,2,0,0,4,72,82.45,1,2018-03-08,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14440,2,0,0,2,8,133.0,1,2018-08-16,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
14441,2,0,2,2,99,65.0,0,2017-10-30,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14442,2,0,0,2,5,119.0,0,2018-05-31,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
14443,2,0,2,1,79,96.3,1,2018-04-16,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14444,2,0,1,3,166,96.79,1,2018-07-07,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14445,2,0,0,3,93,118.19,0,2017-12-30,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14446,2,1,2,2,182,114.75,0,2018-07-30,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14448,2,0,0,2,36,67.32,1,2018-03-29,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14449,2,0,2,3,96,87.55,1,2018-04-08,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14450,2,0,0,1,0,139.0,1,2018-07-06,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
14451,2,0,0,1,17,97.0,0,2018-03-11,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14452,2,0,2,2,129,80.75,0,2018-05-13,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14453,3,0,0,3,5,127.0,3,2018-02-16,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14454,1,0,1,0,4,65.0,0,2017-11-30,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14455,1,0,2,8,66,46.63,0,2017-11-12,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14456,2,0,2,3,0,116.45,0,2018-06-16,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14458,2,0,2,1,30,72.0,1,2018-02-28,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14460,2,0,2,2,113,72.25,0,2018-07-15,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14462,2,1,0,3,188,116.7,0,2018-08-30,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14463,0,2,0,2,187,86.5,1,2018-07-07,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14465,2,0,2,1,166,72.25,0,2018-07-30,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14466,2,1,0,1,34,152.1,0,2018-07-29,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14467,2,0,1,3,199,95.4,1,2018-05-02,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14468,2,0,2,2,41,139.95,0,2018-09-04,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14471,2,0,0,2,38,79.4,1,2018-01-22,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14472,2,0,1,4,171,80.75,0,2018-07-11,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
14473,2,1,1,1,98,121.5,2,2018-07-16,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14475,1,0,1,0,5,65.0,0,2017-09-28,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14477,1,0,0,4,13,86.0,0,2018-02-03,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14480,2,0,2,1,3,65.0,2,2017-08-09,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14481,2,2,1,3,88,180.63,0,2018-04-28,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14482,2,0,1,3,40,60.0,0,2017-11-02,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14485,3,0,1,4,112,150.3,0,2018-08-22,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14487,2,1,0,1,47,134.1,0,2018-07-05,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14489,2,0,0,4,50,69.0,0,2017-11-10,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14490,2,0,2,2,68,63.75,1,2018-03-13,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14492,2,0,4,5,129,114.75,3,2018-05-22,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14493,2,0,0,4,66,112.2,0,2018-04-19,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14494,2,0,0,4,8,54.75,0,2017-09-09,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14495,2,0,2,1,12,95.48,1,2017-09-12,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14496,2,0,1,4,31,84.0,0,2017-10-19,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14499,1,0,0,1,2,65.0,0,2017-12-09,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14500,2,0,2,1,103,94.5,0,2017-07-18,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14501,1,0,2,1,1,60.0,0,2018-02-28,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14503,2,0,1,1,134,109.8,0,2018-07-04,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14504,3,0,1,2,106,159.3,0,2018-06-17,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14505,3,0,1,1,66,154.8,0,2018-06-04,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14506,2,0,2,1,82,65.0,0,2018-03-26,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14507,2,0,2,4,122,99.45,0,2018-05-04,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14508,1,0,0,2,5,63.1,0,2018-01-15,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14509,2,2,2,2,195,81.81,1,2018-07-10,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14513,2,0,2,3,88,119.85,1,2018-04-29,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14514,2,0,0,2,265,115.0,1,2018-06-24,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14518,2,0,1,3,210,72.75,0,2017-10-08,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14519,2,0,0,1,17,72.4,0,2018-03-31,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14520,1,0,1,2,6,92.0,0,2018-02-22,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14522,2,2,2,3,42,182.34,1,2018-09-04,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14523,2,0,0,2,48,130.0,0,2018-09-14,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14524,2,0,2,1,119,72.25,3,2017-12-26,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14525,1,0,1,2,41,96.9,2,2017-10-16,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14526,2,0,2,0,135,94.5,2,2018-05-22,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14527,2,0,1,0,13,85.0,1,2018-03-20,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14530,2,0,2,5,49,119.85,0,2018-05-07,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14531,2,0,1,2,28,87.0,1,2018-03-07,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14532,2,0,1,1,15,111.0,1,2018-05-09,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14533,2,0,0,2,79,75.0,0,2017-11-13,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14535,2,0,0,1,31,89.3,1,2018-02-05,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14536,3,0,0,2,111,155.7,1,2018-08-11,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14537,2,0,0,4,78,62.18,0,2018-04-12,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
14540,1,0,2,2,163,100.0,0,2018-06-05,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14541,3,0,0,3,147,124.0,0,2018-06-02,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14542,1,0,2,2,115,76.0,0,2018-02-27,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14543,2,0,2,2,14,113.0,3,2017-09-04,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14545,2,0,2,3,109,90.96,1,2018-05-08,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14546,2,0,0,3,158,114.3,0,2018-07-07,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14547,2,0,1,2,53,116.1,1,2018-05-30,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
14548,2,0,0,4,213,118.15,1,2018-08-31,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14549,2,0,2,2,2,81.75,0,2018-05-15,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14551,2,0,2,2,7,143.0,1,2018-08-26,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14552,2,0,0,1,4,124.0,1,2017-08-15,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14553,1,0,1,2,0,65.0,0,2017-10-12,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14554,2,0,0,1,0,124.0,0,2017-08-18,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14555,3,0,0,3,128,105.4,1,2018-05-04,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14556,2,0,2,1,196,105.3,0,2018-08-28,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14557,2,0,2,1,49,106.2,2,2017-12-05,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14559,2,0,2,1,138,63.36,0,2018-02-28,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
14561,2,0,1,3,33,74.25,0,2017-12-10,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14563,2,0,0,1,15,131.0,0,2018-04-22,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14564,2,0,0,3,92,49.07,1,2017-11-26,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14565,2,0,0,2,74,109.0,0,2017-09-18,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
14566,2,0,0,3,129,126.9,0,2018-06-02,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14568,2,0,1,1,149,90.0,1,2018-03-19,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14569,2,0,0,4,28,85.59,1,2017-11-04,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14570,1,0,1,4,12,110.5,0,2017-10-05,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14571,2,0,2,2,65,129.2,0,2017-09-26,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14572,2,0,0,1,105,75.0,0,2018-04-06,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14573,1,0,0,2,32,73.0,0,2017-11-20,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14574,2,0,2,5,66,138.6,0,2018-09-06,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14575,2,0,1,2,105,110.0,0,2017-10-12,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14576,2,0,2,2,169,106.0,0,2018-04-22,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
14577,1,0,2,3,3,102.0,2,2018-03-03,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14580,2,0,1,4,32,68.0,1,2017-10-26,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14581,1,0,0,1,3,66.0,1,2018-02-25,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14582,2,0,0,2,13,129.0,1,2018-08-23,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14583,2,0,2,1,64,117.9,1,2018-06-19,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14584,2,0,0,2,36,96.3,1,2017-11-13,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14585,2,0,0,2,146,123.3,1,2018-08-11,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14586,3,0,2,5,231,96.9,2,2018-08-23,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14587,2,0,1,2,193,120.0,0,2018-06-20,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14588,2,0,1,2,32,94.94,1,2018-09-02,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14589,2,0,1,3,35,83.9,1,2018-03-03,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14590,2,0,0,5,140,70.0,0,2017-12-29,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14591,2,0,1,2,42,60.0,0,2018-01-15,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14593,2,0,0,3,193,65.0,0,2017-10-15,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14594,2,0,2,3,192,19.15,0,2017-09-25,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14595,2,0,0,3,117,114.3,1,2018-08-09,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14598,2,0,2,0,0,65.0,0,2017-09-20,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14599,2,0,0,1,44,75.0,0,2018-07-08,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14601,1,0,2,1,1,60.0,0,2018-02-28,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14602,2,0,0,3,3,153.0,0,2017-08-11,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
14603,2,0,0,2,29,81.55,2,2018-03-04,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14604,2,0,0,4,112,92.65,2,2018-08-24,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14605,2,0,1,1,66,105.3,0,2018-04-23,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14607,2,0,2,3,6,136.0,1,2017-10-18,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14608,2,0,1,2,69,82.0,0,2018-01-29,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
14609,1,0,0,3,15,86.0,0,2018-02-18,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14610,2,0,0,1,26,101.0,0,2018-06-23,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14611,2,0,2,3,55,60.0,0,2017-11-15,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14612,3,0,1,2,14,100.87,1,2017-09-14,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14613,2,0,2,1,58,81.08,0,2018-04-24,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14614,2,0,0,1,1,125.0,1,2018-03-30,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14615,2,0,0,2,14,142.0,0,2018-04-15,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14624,3,0,2,1,63,141.3,1,2018-06-19,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
14626,2,0,2,5,134,119.85,1,2018-06-09,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14627,2,0,0,2,68,65.0,0,2017-09-29,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14628,1,0,0,2,73,90.9,0,2018-04-07,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
14631,2,0,0,3,6,116.0,0,2018-03-03,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14632,2,0,2,2,36,78.3,1,2018-02-13,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14633,2,0,0,4,1,91.1,0,2018-01-13,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14634,2,0,1,1,75,78.0,0,2018-03-21,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
14635,2,0,2,5,68,123.17,0,2018-07-16,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
14638,2,0,0,2,112,100.0,0,2018-06-02,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14640,1,0,0,1,0,159.0,0,2018-09-15,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14641,2,0,1,4,99,94.35,1,2018-06-27,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
14642,2,0,2,3,29,100.28,1,2018-03-10,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
14643,1,0,1,0,4,96.0,0,2018-05-29,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
